"Database","Source","Site_name","Site","Plot","Habitat_type","Habitat","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.5,0.51,4.05,0.41,0.262035439,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.51,0.52,6.64,NA,0.256857537,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.52,0.53,5.03,0.53,0.226833487,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.53,0.54,6.1,NA,0.261547358,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.54,0.55,6.83,0.5,0.25032857,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.55,0.56,5.97,NA,0.223349721,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.56,0.57,5.86,0.46,0.402383462,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.57,0.58,5.47,NA,0.274665417,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.58,0.59,5.02,0.42,0.240050577,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.59,0.6,6.11,NA,0.286496074,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.6,0.61,4.77,0.46,0.293647521,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.61,0.62,4.71,NA,0.43920174,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.62,0.63,4.97,0.4,0.314408644,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.63,0.64,4.72,NA,0.344163896,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.64,0.65,4.8,0.4,0.521326661,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.65,0.66,5.24,NA,0.493615689,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.66,0.67,5.57,0.45,0.31479062,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.67,0.68,4.88,NA,0.543219566,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.68,0.69,5.11,0.43,0.325539011,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.69,0.7,5.79,NA,0.347729009,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.7,0.71,4.87,0.44,0.299345335,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.71,0.72,4.67,NA,0.40497595,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.72,0.73,5.21,0.44,0.280787649,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.73,0.74,5.32,NA,0.28607873,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.74,0.75,3.75,0.41,0.478135036,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.75,0.76,4.48,NA,0.296692721,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.76,0.77,4.38,0.39,0.272946523,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.77,0.78,4.34,NA,0.279238523,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.78,0.79,4.25,0.38,0.3514073,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.79,0.8,4.12,NA,0.554845087,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.8,0.81,4.08,0.38,0.431901747,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.81,0.82,3.98,NA,0.431710759,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.82,0.83,3.4,0.38,0.429546226,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.83,0.84,3.34,NA,0.453617811,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.84,0.85,3.16,0.35,0.622946523,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.85,0.86,4.31,NA,0.607416354,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.86,0.87,4.13,0.38,0.373583151,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.87,0.88,3.51,NA,0.521323124,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.88,0.89,1.87,0.38,0.607444649,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.89,0.9,1.79,NA,0.794453915,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.9,0.91,1.63,0.15,0.637061965,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.91,0.92,1.25,NA,0.800604442,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.92,0.93,1.38,0.09,0.811299781,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.93,0.94,1.07,NA,0.850416991,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.94,0.95,1.33,0.15,0.738444861,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.95,0.96,1.43,NA,0.57038233,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.96,0.97,1.12,0.11,0.49923923,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.97,0.98,1.53,NA,0.651764519,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.98,0.99,0.78,0.09,0.765232723,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,0.99,1,0.37,NA,0.955000707,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,1,1.01,0.82,0.05,1.045447761,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,1.01,1.02,0.49,NA,1.108233359,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,1.02,1.03,0.6,0.04,0.590453774,"unpublished"
"Maxwell","Smeaton et al 2022b","CS ARN-11","Arne",NA,"Saltmarsh",NA,2020,50.691088,-2.0283607,1.03,1.04,0.49,NA,0.43615654,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0,0.01,6.76,0.6,0.1157,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.01,0.02,6.8,0.67,0.1958,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.02,0.03,6.42,0.56,0.4333,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.03,0.04,6.02,0.55,0.4675,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.04,0.05,5.3,0.48,0.434,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.05,0.06,5.78,0.44,0.5562,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.06,0.07,5.23,0.49,0.4484,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.07,0.08,5.98,0.47,0.4826,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.08,0.09,5.57,0.46,0.3499,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.09,0.1,4.34,0.48,0.3547,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.1,0.11,4.96,0.52,0.426,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.11,0.12,4.5,0.5,0.4033,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.12,0.13,4.35,0.44,0.5014,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.13,0.14,4.62,0.4,0.4447,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.14,0.15,4.75,0.38,0.6078,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.15,0.16,4.85,0.37,0.3739,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.16,0.17,4.72,0.43,0.4981,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.17,0.18,4.38,0.41,0.41,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.18,0.19,3.6,0.38,0.4979,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.19,0.2,3.97,0.37,0.5636,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.2,0.21,3.74,0.38,0.6482,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.21,0.22,4.28,0.44,0.5849,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.22,0.23,4.44,0.45,0.4195,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.23,0.24,4.21,0.42,0.5426,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.24,0.25,3.68,0.37,0.5237,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.25,0.26,3.3,0.34,0.4896,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.26,0.27,3.16,0.32,0.6568,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.27,0.28,3.4,0.35,0.6338,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.28,0.29,2.76,0.32,0.6392,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.29,0.3,3.53,0.34,0.6043,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.3,0.31,3.95,0.41,0.5196,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.31,0.32,4.06,0.4,0.5033,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.32,0.33,3.56,0.38,0.5342,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.33,0.34,3.37,0.35,0.3348,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.34,0.35,3.45,0.36,0.5576,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.35,0.36,3.12,NA,0.5873,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.36,0.37,4.18,0.33,0.5827,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.37,0.38,2.88,NA,0.5029,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.38,0.39,2.93,0.31,0.5298,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.39,0.4,2.78,NA,0.5875,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.4,0.41,2.58,0.33,0.5753,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.41,0.42,2.49,NA,0.7081,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.42,0.43,2.41,0.27,0.4611,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.43,0.44,2.68,NA,0.6497,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.44,0.45,3.01,0.34,0.6284,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.45,0.46,2.8,NA,0.7018,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.46,0.47,2.54,0.35,0.5541,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.47,0.48,2.36,NA,0.6489,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.48,0.49,2.32,0.27,0.62,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.49,0.5,2.67,NA,0.5947,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.5,0.51,2.78,0.22,0.6001,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.51,0.52,2.51,NA,0.6618,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.52,0.53,2.01,0.2,0.688,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.53,0.54,1.7,NA,0.6593,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.54,0.55,1.89,0.19,0.6951,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.55,0.56,1.7,NA,0.7436,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.56,0.57,1.55,0.17,0.8119,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.57,0.58,1.77,NA,0.7119,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.58,0.59,1.63,0.14,0.7296,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.59,0.6,1.45,NA,0.7762,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.6,0.61,1.37,0.13,0.9037,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.61,0.62,1.28,NA,0.6589,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.62,0.63,1.22,0.12,0.7829,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.63,0.64,1.01,NA,0.7701,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.64,0.65,0.91,0.12,0.7522,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.65,0.66,1.19,NA,0.6165,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.66,0.67,0.98,0.1,0.7937,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.67,0.68,0.93,NA,0.6953,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.68,0.69,0.99,0.09,0.8408,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.69,0.7,0.67,NA,0.9098,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.7,0.71,0.81,0.07,0.9083,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.71,0.72,0.48,NA,0.9535,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.72,0.73,0.51,0.06,0.9604,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.73,0.74,0.53,NA,0.8654,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.74,0.75,0.43,0.08,1.1229,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.75,0.76,0.52,NA,1.021,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.76,0.77,0.57,0.07,1.0915,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.77,0.78,0.67,NA,1.1756,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.78,0.79,0.54,0.08,1.0571,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.79,0.8,0.57,NA,0.997,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.8,0.81,0.59,0.08,0.9675,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.81,0.82,0.57,NA,0.9281,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.82,0.83,0.53,0.08,1.0907,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.83,0.84,0.65,NA,1.0432,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.84,0.85,0.59,0.09,1.0042,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.85,0.86,0.78,NA,1.0211,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.86,0.87,0.76,0.09,1.049,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.87,0.88,0.81,NA,0.9505,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.88,0.89,0.83,0.09,0.779,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.89,0.9,0.66,NA,0.8294,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.9,0.91,0.64,0.1,1.112,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.91,0.92,0.88,NA,0.8053,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.92,0.93,0.87,0.1,0.7917,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.93,0.94,0.86,NA,0.8896,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.94,0.95,0.9,0.1,1.0319,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.95,0.96,0.86,NA,0.7516,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.96,0.97,0.78,0.09,0.9121,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.97,0.98,0.82,NA,0.7501,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.98,0.99,0.85,NA,0.6459,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-6","Avon",NA,"Saltmarsh",NA,2020,50.302548,-3.8543436,0.98,1,0.7,NA,0.7279,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-2","Avon",NA,"Saltmarsh",NA,2020,50.302499,-3.8534851,0,0.01,21.12,1.03,0.157883214,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-2","Avon",NA,"Saltmarsh",NA,2020,50.302499,-3.8534851,0.01,0.02,21.51,1.22,0.275659263,"unpublished"
"Maxwell","Smeaton et al 2022b","CS AM-2","Avon",NA,"Saltmarsh",NA,2020,50.302499,-3.8534851,0.02,0.03,18.87,1.03,0.273890854,"unpublished"
