"Database","Source","Site_name","Site","Plot","Habitat_type","Habitat","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.13,0.14,4.17,0.369,0.77,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.14,0.15,4.813,0.382,0.97,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.15,0.16,5.846,0.474,0.93,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.16,0.17,6.163,0.493,1.22,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.17,0.18,5.317,0.42,0.98,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.18,0.19,6.093,NA,0.93,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.19,0.2,5.937,0.552,0.86,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.2,0.21,6.748,NA,1.1,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.21,0.22,5.793,0.511,1.19,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.22,0.23,6.723,NA,0.85,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.23,0.24,4.73,0.383,1.08,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.24,0.25,6.032,NA,0.89,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.25,0.26,5.993,0.462,1.11,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.26,0.27,1.427,NA,1.07,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.27,0.28,3.997,0.306,0.92,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.28,0.29,3.674,NA,0.83,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.29,0.3,4.277,0.319,0.83,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.3,0.31,4.513,NA,0.84,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.31,0.32,4.545,0.359,0.9,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.32,0.33,4.298,NA,0.99,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.33,0.34,3.884,0.321,0.92,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.34,0.35,4.057,NA,1.03,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,NA,NA,3.725,0.301,0.86,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.36,0.37,4.159,NA,0.92,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.37,0.38,4.172,0.348,0.81,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.38,0.39,3.584,NA,0.94,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.39,0.4,3.005,0.303,0.99,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.4,0.41,2.672,NA,0.87,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.41,0.42,2.832,0.227,0.95,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.42,0.43,3.266,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.43,0.44,3.324,0.228,0.95,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.44,0.45,2.696,NA,0.97,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.45,0.46,2.841,0.203,1.08,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.46,0.47,2.584,NA,1.01,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.47,0.48,2.237,0.197,0.77,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.48,0.49,2.72,NA,1.01,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.49,0.5,2.322,0.19,0.84,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.5,0.51,2.531,NA,0.82,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.51,0.52,2.352,0.198,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.52,0.53,2.132,NA,0.16,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.53,0.54,2.317,0.176,0.5,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009A","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.54,0.55,2.217,NA,0.42,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0,0.02,NA,NA,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.02,0.03,NA,NA,0.38,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.03,0.04,NA,NA,0.43,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.04,0.05,NA,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.05,0.06,NA,NA,0.37,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.06,0.07,NA,NA,0.5,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.07,0.08,NA,NA,0.29,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.08,0.09,NA,NA,0.28,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.09,0.1,NA,NA,0.74,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.1,0.11,NA,NA,0.88,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.11,0.12,NA,NA,1.19,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.12,0.13,NA,NA,1.23,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.13,0.14,NA,NA,1.39,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.14,0.15,NA,NA,1,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.15,0.16,NA,NA,1.09,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.16,0.17,NA,NA,1.13,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.17,0.18,NA,NA,1.2,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.18,0.19,NA,NA,1.09,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.19,0.2,NA,NA,1.2,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.2,0.21,NA,NA,1.28,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.21,0.22,NA,NA,1.12,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.22,0.23,NA,NA,1.35,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.23,0.24,NA,NA,1.37,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.24,0.25,NA,NA,1.21,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.25,0.26,NA,NA,1.28,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.26,0.27,NA,NA,1.11,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.27,0.28,NA,NA,1.26,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.28,0.29,NA,NA,1.05,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.29,0.3,NA,NA,1.18,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.3,0.31,NA,NA,1.02,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.31,0.32,NA,NA,0.85,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.32,0.33,NA,NA,1.24,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.33,0.34,NA,NA,1.37,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.34,0.35,NA,NA,1.06,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,NA,NA,NA,NA,0.75,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.36,0.37,NA,NA,0.87,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig2009B","Wigtown",NA,"Salt marsh",NA,2020,54.8708259,-4.43093533,0.37,0.38,NA,NA,0.34,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 1","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87083274,-4.42241198,0,0.02,2.23,0.242,0.43,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 1","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87083274,-4.42241198,0.04,0.06,2.12,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 1","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87083274,-4.42241198,0.1,0.12,1.41,NA,0.68,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 1","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87083274,-4.42241198,0.2,0.22,1.28,NA,0.8,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0,0.02,6.82,0.566,0.36,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0.04,0.06,5.88,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0.2,0.22,4.31,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0.4,0.42,1.89,NA,0.55,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0.3,0.32,3.54,NA,0.59,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 10","Wigtown Bay",NA,"Salt marsh",NA,2019,54.86928143,-4.43567704,0.1,0.12,5.81,NA,0.59,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.04,0.06,3.13,NA,0.34,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0,0.02,5.35,0.347,0.42,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.1,0.12,3.38,NA,0.5,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.6,0.62,2.08,NA,0.59,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.2,0.22,1.57,NA,0.65,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.3,0.32,1.3,NA,0.66,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.4,0.42,2.15,NA,0.69,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 2","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87075473,-4.4234526,0.5,0.52,1.21,NA,0.78,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0,0.02,6.78,0.346,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.04,0.06,3.55,NA,0.43,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.1,0.12,3.63,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.8,0.82,0.76,NA,0.63,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.2,0.22,2.5,NA,0.66,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.6,0.62,1.05,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.7,0.72,2.11,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.5,0.52,2.33,NA,0.87,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.3,0.32,3.84,NA,0.9,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 3","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87060216,-4.4245158,0.4,0.42,1.67,NA,0.93,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0,0.02,10.89,0.557,0.27,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.04,0.06,7.84,NA,0.3,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.1,0.12,5.87,NA,0.45,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.2,0.22,3.36,NA,0.5,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.7,0.72,1.36,NA,0.66,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.3,0.32,3.97,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.9,0.92,5.05,NA,0.78,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.4,0.42,2.59,NA,0.78,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.8,0.82,1.51,NA,0.81,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.6,0.62,1.39,NA,0.81,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 4","Wigtown Bay",NA,"Salt marsh",NA,2019,54.8704657,-4.42552276,0.5,0.52,1.47,NA,0.82,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0,0.02,7.36,0.5,0.32,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.1,0.12,4.83,NA,0.38,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.04,0.06,5.03,NA,0.4,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.3,0.32,1.93,NA,0.62,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.8,0.82,1.04,NA,0.67,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.6,0.62,1.5,NA,0.67,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.2,0.22,4.52,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.5,0.52,2.65,NA,0.73,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.7,0.72,1.05,NA,0.88,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.9,0.92,1.3,NA,0.97,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 5","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87029314,-4.42673412,0.4,0.42,2.6,NA,1.09,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.04,0.06,6.33,NA,0.29,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0,0.02,5.63,0.55,0.33,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.1,0.12,3.68,NA,0.49,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.4,0.42,3.2,NA,0.54,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.3,0.32,3.87,NA,0.6,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.8,0.82,0.78,NA,0.61,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.2,0.22,3.81,NA,0.65,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.6,0.62,1.43,NA,0.7,"https://doi.org/10.7489/12422-1"
"Maxwell","Miller et al 2022","LCM Wig 6","Wigtown Bay",NA,"Salt marsh",NA,2019,54.87007849,-4.42869287,0.7,0.72,2.22,NA,0.7,"https://doi.org/10.7489/12422-1"
