"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.25,0.26,0.51,0.06,1.65,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.26,0.27,0.46,0.06,1.46,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.27,0.28,0.47,0.06,1.03,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.28,0.29,0.48,0.06,1.4,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.29,0.3,0.43,0.06,1.72,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.3,0.31,0.44,0.05,1.32,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.31,0.32,0.42,0.05,1.53,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.32,0.33,0.43,0.05,1.38,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.33,0.34,0.46,0.05,1.41,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.34,0.35,0.42,0.05,1.41,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.35,0.36,0.34,0.04,1.29,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.36,0.37,0.42,0.05,1.53,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.37,0.38,0.43,0.05,1.69,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.38,0.39,0.42,0.05,1.47,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.39,0.4,0.43,0.05,1.22,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.4,0.41,0.42,0.05,1.57,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.41,0.42,0.41,0.05,1.4,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.42,0.43,0.41,0.05,1.44,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.43,0.44,0.4,0.05,1.1,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.44,0.45,0.47,0.05,1.39,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.45,0.46,0.33,0.04,1.65,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2018","Carnero-Bravo et al. 2018_CELE_CELE 00-01","CELE",NA,NA,"CELE 00-01","tropical salt marsh",2013,"20.835528","-90.047222",0.46,0.47,0.32,0.03,1.27,"http://dx.doi.org/10.1016/j.catena.2017.09.016"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 00-01","LANE",NA,NA,"LANE 00-01","tropical salt marsh",2013,"19.790542","-87.480394",0,0.01,7.18,0.91,0.7,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 01-02","LANE",NA,NA,"LANE 01-02","tropical salt marsh",2013,"19.790542","-87.480394",0.01,0.02,1.12,0.14,0.78,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 02-03","LANE",NA,NA,"LANE 02-03","tropical salt marsh",2013,"19.790542","-87.480394",0.02,0.03,0.95,0.11,0.95,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 03-04","LANE",NA,NA,"LANE 03-04","tropical salt marsh",2013,"19.790542","-87.480394",0.03,0.04,0.77,0.1,1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 04-05","LANE",NA,NA,"LANE 04-05","tropical salt marsh",2013,"19.790542","-87.480394",0.04,0.05,0.89,0.09,0.98,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 05-06","LANE",NA,NA,"LANE 05-06","tropical salt marsh",2013,"19.790542","-87.480394",0.05,0.06,0.77,0.09,1.14,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 06-07","LANE",NA,NA,"LANE 06-07","tropical salt marsh",2013,"19.790542","-87.480394",0.06,0.07,0.71,0.09,0.92,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 07-08","LANE",NA,NA,"LANE 07-08","tropical salt marsh",2013,"19.790542","-87.480394",0.07,0.08,0.72,0.08,1.14,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 08-09","LANE",NA,NA,"LANE 08-09","tropical salt marsh",2013,"19.790542","-87.480394",0.08,0.09,0.94,0.1,1.22,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 09-10","LANE",NA,NA,"LANE 09-10","tropical salt marsh",2013,"19.790542","-87.480394",0.09,0.1,0.78,0.09,1.08,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 10-11","LANE",NA,NA,"LANE 10-11","tropical salt marsh",2013,"19.790542","-87.480394",0.1,0.11,0.9,0.09,1.08,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 11-12","LANE",NA,NA,"LANE 11-12","tropical salt marsh",2013,"19.790542","-87.480394",0.11,0.12,0.86,0.09,1.2,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 12-13","LANE",NA,NA,"LANE 12-13","tropical salt marsh",2013,"19.790542","-87.480394",0.12,0.13,0.88,0.09,1.03,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 13-14","LANE",NA,NA,"LANE 13-14","tropical salt marsh",2013,"19.790542","-87.480394",0.13,0.14,0.89,0.09,1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 14-15","LANE",NA,NA,"LANE 14-15","tropical salt marsh",2013,"19.790542","-87.480394",0.14,0.15,0.84,0.09,1.18,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 15-16","LANE",NA,NA,"LANE 15-16","tropical salt marsh",2013,"19.790542","-87.480394",0.15,0.16,0.88,0.09,1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 16-17","LANE",NA,NA,"LANE 16-17","tropical salt marsh",2013,"19.790542","-87.480394",0.16,0.17,0.91,0.09,1.26,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 17-18","LANE",NA,NA,"LANE 17-18","tropical salt marsh",2013,"19.790542","-87.480394",0.17,0.18,0.93,0.09,1.03,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 18-19","LANE",NA,NA,"LANE 18-19","tropical salt marsh",2013,"19.790542","-87.480394",0.18,0.19,0.87,0.09,1.17,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 19-20","LANE",NA,NA,"LANE 19-20","tropical salt marsh",2013,"19.790542","-87.480394",0.19,0.2,0.77,0.09,1.23,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 20-21","LANE",NA,NA,"LANE 20-21","tropical salt marsh",2013,"19.790542","-87.480394",0.2,0.21,1.23,0.1,1.14,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 21-22","LANE",NA,NA,"LANE 21-22","tropical salt marsh",2013,"19.790542","-87.480394",0.21,0.22,0.79,0.09,1.08,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 22-23","LANE",NA,NA,"LANE 22-23","tropical salt marsh",2013,"19.790542","-87.480394",0.22,0.23,1.05,0.09,1.1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 23-24","LANE",NA,NA,"LANE 23-24","tropical salt marsh",2013,"19.790542","-87.480394",0.23,0.24,1.01,0.09,1.21,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 24-25","LANE",NA,NA,"LANE 24-25","tropical salt marsh",2013,"19.790542","-87.480394",0.24,0.25,1.21,0.09,0.99,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 25-26","LANE",NA,NA,"LANE 25-26","tropical salt marsh",2013,"19.790542","-87.480394",0.25,0.26,1.33,0.1,1.25,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 26-27","LANE",NA,NA,"LANE 26-27","tropical salt marsh",2013,"19.790542","-87.480394",0.26,0.27,0.57,0.08,1.16,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 27-28","LANE",NA,NA,"LANE 27-28","tropical salt marsh",2013,"19.790542","-87.480394",0.27,0.28,0.59,0.08,1.13,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 28-29","LANE",NA,NA,"LANE 28-29","tropical salt marsh",2013,"19.790542","-87.480394",0.28,0.29,0.93,0.09,1.16,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 29-30","LANE",NA,NA,"LANE 29-30","tropical salt marsh",2013,"19.790542","-87.480394",0.29,0.3,1.19,0.09,1.02,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 30-31","LANE",NA,NA,"LANE 30-31","tropical salt marsh",2013,"19.790542","-87.480394",0.3,0.31,1.12,0.09,1.21,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 31-32","LANE",NA,NA,"LANE 31-32","tropical salt marsh",2013,"19.790542","-87.480394",0.31,0.32,1.45,0.1,1.1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 32-33","LANE",NA,NA,"LANE 32-33","tropical salt marsh",2013,"19.790542","-87.480394",0.32,0.33,1.78,0.11,0.99,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 33-34","LANE",NA,NA,"LANE 33-34","tropical salt marsh",2013,"19.790542","-87.480394",0.33,0.34,1.59,0.11,1.18,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 34-35","LANE",NA,NA,"LANE 34-35","tropical salt marsh",2013,"19.790542","-87.480394",0.34,0.35,1.82,0.1,0.96,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 35-36","LANE",NA,NA,"LANE 35-36","tropical salt marsh",2013,"19.790542","-87.480394",0.35,0.36,1.48,0.1,1.04,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 36-37","LANE",NA,NA,"LANE 36-37","tropical salt marsh",2013,"19.790542","-87.480394",0.36,0.37,1.57,0.11,1.04,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 37-38","LANE",NA,NA,"LANE 37-38","tropical salt marsh",2013,"19.790542","-87.480394",0.37,0.38,1.53,0.11,1.12,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 38-39","LANE",NA,NA,"LANE 38-39","tropical salt marsh",2013,"19.790542","-87.480394",0.38,0.39,1.5,0.11,1.06,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 39-40","LANE",NA,NA,"LANE 39-40","tropical salt marsh",2013,"19.790542","-87.480394",0.39,0.4,1.36,0.1,1.11,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 40-41","LANE",NA,NA,"LANE 40-41","tropical salt marsh",2013,"19.790542","-87.480394",0.4,0.41,1.21,0.1,1.14,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 41-42","LANE",NA,NA,"LANE 41-42","tropical salt marsh",2013,"19.790542","-87.480394",0.41,0.42,1.24,0.1,1.06,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 42-43","LANE",NA,NA,"LANE 42-43","tropical salt marsh",2013,"19.790542","-87.480394",0.42,0.43,1.28,0.1,1.35,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 43-44","LANE",NA,NA,"LANE 43-44","tropical salt marsh",2013,"19.790542","-87.480394",0.43,0.44,1.57,0.11,0.99,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 44-45","LANE",NA,NA,"LANE 44-45","tropical salt marsh",2013,"19.790542","-87.480394",0.44,0.45,1.86,0.12,1.12,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 45-46","LANE",NA,NA,"LANE 45-46","tropical salt marsh",2013,"19.790542","-87.480394",0.45,0.46,2.06,0.12,0.93,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 46-47","LANE",NA,NA,"LANE 46-47","tropical salt marsh",2013,"19.790542","-87.480394",0.46,0.47,2.26,0.13,1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 47-48","LANE",NA,NA,"LANE 47-48","tropical salt marsh",2013,"19.790542","-87.480394",0.47,0.48,2.14,0.12,1,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 48-49","LANE",NA,NA,"LANE 48-49","tropical salt marsh",2013,"19.790542","-87.480394",0.48,0.49,2.02,0.12,0.9,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 49-50","LANE",NA,NA,"LANE 49-50","tropical salt marsh",2013,"19.790542","-87.480394",0.49,0.5,2.09,0.12,0.85,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 50-51","LANE",NA,NA,"LANE 50-51","tropical salt marsh",2013,"19.790542","-87.480394",0.5,0.51,2.23,0.13,1.01,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Carnero-Bravo et al. 2016","Carnero-Bravo et al. 2016_LANE_LANE 51-52","LANE",NA,NA,"LANE 51-52","tropical salt marsh",2013,"19.790542","-87.480394",0.51,0.52,2.23,0.13,1.28,"http://dx.doi.org/10.1016/j.scitotenv.2016.08.142"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_26","Bull Island",NA,NA,"26","SaltMarsh",2016,"53.3733159996315","-6.15102042677576",0,0.1,4.5667,0.026,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_27","Bull Island",NA,NA,"27","SaltMarsh",2016,"53.3696013955305","-6.15840104850244",0,0.1,4.27,0.102,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_29","Bull Island",NA,NA,"29","SaltMarsh",2016,"53.3628929251111","-6.16886126170024",0,0.1,10.52,0.8167,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_30","Bull Island",NA,NA,"30","SaltMarsh",2016,"53.3738975245223","-6.14862625104953",0,0.1,4.1717,0.3547,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_31","Bull Island",NA,NA,"31","SaltMarsh",2016,"53.3777315683336","-6.13940118545693",0,0.1,4.98,0.4077,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_32","Bull Island",NA,NA,"32","SaltMarsh",2016,"53.3676995435461","-6.15963133400866",0,0.1,1.8433,0.1533,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_33","Bull Island",NA,NA,"33","SaltMarsh",2016,"53.3622614676752","-6.16969399336877",0,0.1,10.6,1.0963,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_34","Bull Island",NA,NA,"34","SaltMarsh",2016,"53.3755003320366","-6.14904679828575",0,0.1,0.1533,0.12,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_35","Bull Island",NA,NA,"35","SaltMarsh",2016,"53.3770031977369","-6.14011191269786",0,0.1,6.6693,0.7573,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_36","Bull Island",NA,NA,"36","SaltMarsh",2016,"53.3675593842929","-6.16267267482653",0,0.1,9.31,1.013,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_37","Bull Island",NA,NA,"37","SaltMarsh",2016,"53.3614090287672","-6.17202368443498",0,0.1,3.8867,1.308,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_38","Bull Island",NA,NA,"38","SaltMarsh",2016,"53.3697228196272","-6.15689045844695",0,0.1,12.72,1.34,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_39","Bull Island",NA,NA,"39","SaltMarsh",2016,"53.3764566416048","-6.14214997976437",0,0.1,0.5833,0.856,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_40","Bull Island",NA,NA,"40","SaltMarsh",2016,"53.3668988152585","-6.16079961107548",0,0.1,15.9467,1.97,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_41","Bull Island",NA,NA,"41","SaltMarsh",2016,"53.3805112344514","-6.12521997106042",0,0.1,4.17,0.29,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_42","Bull Island",NA,NA,"42","SaltMarsh",2016,"53.3718468622725","-6.15629972470434",0,0.1,6.32,1.343,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"Grey_et_al_2021","Grey_et_al_2021_Bull Island_43","Bull Island",NA,NA,"43","SaltMarsh",2016,"53.3752875795831","-6.14540668129088",0,0.1,5.37,0.659,NA,"https://doi.org/10.1016/j.rsma.2021.101834"
"Maxwell",NA,"jupin_et_al_unpublished","jupin_et_al_unpublished_CP_LTMCA02","CP",NA,NA,"LTMCA02","Mangrove",2021,"18.640306","-91.272361",0.08,0.07,27.93199784,1.518648472,0.105222638,"in_submission"
"Maxwell",NA,"jupin_et_al_unpublished","jupin_et_al_unpublished_CP_LTMCA02","CP",NA,NA,"LTMCA02","Mangrove",2021,"18.640306","-91.272361",0.1,0.09,29.241778,1.425278459,0.124359428,"in_submission"
"Maxwell",NA,"jupin_et_al_unpublished","jupin_et_al_unpublished_CP_LTMCA02","CP",NA,NA,"LTMCA02","Mangrove",2021,"18.640306","-91.272361",0.14,0.13,28.78055355,1.477129812,0.125250696,"in_submission"
"Maxwell",NA,"jupin_et_al_unpublished","jupin_et_al_unpublished_CP_LTMCA02","CP",NA,NA,"LTMCA02","Mangrove",2021,"18.640306","-91.272361",0.06,0.05,30.02183362,1.56205916,0.143381627,"in_submission"
"Maxwell",NA,"jupin_et_al_unpublished","jupin_et_al_unpublished_CP_LTMCA02","CP",NA,NA,"LTMCA02","Mangrove",2021,"18.640306","-91.272361",0.01,0,29.89836238,1.486773163,0.144234698,"in_submission"
