"Database","study_id","study_site_core","site_id","file_id","core_latitude","core_longitude","core_id","fraction_nitrogen","fraction_total_nitrogen","depth_min","depth_max","BD_reported_g_cm3","core_year","salinity_class","Habitat_type","fraction_carbon","fraction_carbon_measured","fraction_carbon_modeled","fraction_organic_carbon","OC_perc","N_perc","U_depth_m","L_depth_m","Latitude","Longitude"
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00292",NA,10,11,0.6711,2018,"mixoeuhaline","marsh",0.0358533333333333,NA,NA,NA,3.58533333333333,0.292,0.1,0.11,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00282666666666667",NA,11,12,0.6973,2018,"mixoeuhaline","marsh",0.0354466666666667,NA,NA,NA,3.54466666666667,0.282666666666667,0.11,0.12,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00257666666666667",NA,12,13,0.7178,2018,"mixoeuhaline","marsh",0.0322166666666667,NA,NA,NA,3.22166666666667,0.257666666666667,0.12,0.13,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00241666666666667",NA,13,14,0.693,2018,"mixoeuhaline","marsh",0.03034,NA,NA,NA,3.034,0.241666666666667,0.13,0.14,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.0020469331",NA,14,15,0.9172,2018,"mixoeuhaline","marsh",0.0265976168526051,NA,NA,NA,2.65976168526051,0.20469331,0.14,0.15,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00214938963333333",NA,15,16,0.8296,2018,"mixoeuhaline","marsh",0.027945221313294,NA,NA,NA,2.7945221313294,0.214938963333333,0.15,0.16,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.0015296336",NA,16,17,0.9497,2018,"mixoeuhaline","marsh",0.0206435860928639,NA,NA,NA,2.06435860928639,0.15296336,0.16,0.17,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00122775623333333",NA,17,18,0.9684,2018,"mixoeuhaline","marsh",0.0180188504424176,NA,NA,NA,1.80188504424176,0.122775623333333,0.17,0.18,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00143333333333333",NA,18,19,1.0261,2018,"mixoeuhaline","marsh",0.0185166666666667,NA,NA,NA,1.85166666666667,0.143333333333333,0.18,0.19,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00155",NA,19,20,0.9397,2018,"mixoeuhaline","marsh",0.0208666666666667,NA,NA,NA,2.08666666666667,0.155,0.19,0.2,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00135",NA,20,21,0.9236,2018,"mixoeuhaline","marsh",0.0204266666666667,NA,NA,NA,2.04266666666667,0.135,0.2,0.21,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00118",NA,21,22,0.9108,2018,"mixoeuhaline","marsh",0.01836,NA,NA,NA,1.836,0.118,0.21,0.22,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00122666666666667",NA,22,23,1.044,2018,"mixoeuhaline","marsh",0.0202333333333333,NA,NA,NA,2.02333333333333,0.122666666666667,0.22,0.23,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00120666666666667",NA,23,24,1.1353,2018,"mixoeuhaline","marsh",0.0182666666666667,NA,NA,NA,1.82666666666667,0.120666666666667,0.23,0.24,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.0013",NA,24,25,1.015,2018,"mixoeuhaline","marsh",0.01879,NA,NA,NA,1.879,0.13,0.24,0.25,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00205",NA,25,26,0.9126,2018,"mixoeuhaline","marsh",0.0291733333333333,NA,NA,NA,2.91733333333333,0.205,0.25,0.26,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.00166666666666667",NA,26,27,0.8839,2018,"mixoeuhaline","marsh",0.0273066666666667,NA,NA,NA,2.73066666666667,0.166666666666667,0.26,0.27,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.000816666666666667",NA,27,28,1.0193,2018,"mixoeuhaline","marsh",0.0153666666666667,NA,NA,NA,1.53666666666667,0.0816666666666667,0.27,0.28,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.000763333333333334",NA,28,29,1.1474,2018,"mixoeuhaline","marsh",0.01292,NA,NA,NA,1.292,0.0763333333333334,0.28,0.29,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.000746666666666667",NA,29,30,1.139,2018,"mixoeuhaline","marsh",0.01214,NA,NA,NA,1.214,0.0746666666666667,0.29,0.3,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.000746666666666667",NA,30,31,1.16,2018,"mixoeuhaline","marsh",0.0116533333333333,NA,NA,NA,1.16533333333333,0.0746666666666667,0.3,0.31,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-PWA1","ELM1812","3",37.615583,-122.11405,"ELM1812-PWA1","0.000733333333333333",NA,31,32,1.1689,2018,"mixoeuhaline","marsh",0.0111,NA,NA,NA,1.11,0.0733333333333333,0.31,0.32,37.615583,-122.11405
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00469666666666667",NA,0,1,0.4913,2018,"mixoeuhaline","marsh",0.0423733333333333,NA,NA,NA,4.23733333333333,0.469666666666667,0,0.01,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00301",NA,1,2,0.4564,2018,"mixoeuhaline","marsh",0.0228433333333333,NA,NA,NA,2.28433333333333,0.301,0.01,0.02,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.0029",NA,2,3,0.5085,2018,"mixoeuhaline","marsh",0.0207166666666667,NA,NA,NA,2.07166666666667,0.29,0.02,0.03,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00259666666666667",NA,3,4,0.5338,2018,"mixoeuhaline","marsh",0.02082,NA,NA,NA,2.082,0.259666666666667,0.03,0.04,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.0025",NA,4,5,0.5067,2018,"mixoeuhaline","marsh",0.0181533333333333,NA,NA,NA,1.81533333333333,0.25,0.04,0.05,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00266",NA,5,6,0.6448,2018,"mixoeuhaline","marsh",0.0243933333333333,NA,NA,NA,2.43933333333333,0.266,0.05,0.06,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00269333333333333",NA,6,7,0.4621,2018,"mixoeuhaline","marsh",0.0269766666666667,NA,NA,NA,2.69766666666667,0.269333333333333,0.06,0.07,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00283666666666667",NA,7,8,0.5228,2018,"mixoeuhaline","marsh",0.0266966666666667,NA,NA,NA,2.66966666666667,0.283666666666667,0.07,0.08,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.0028",NA,8,9,0.4701,2018,"mixoeuhaline","marsh",0.0281166666666667,NA,NA,NA,2.81166666666667,0.28,0.08,0.09,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00291",NA,9,10,0.5512,2018,"mixoeuhaline","marsh",0.0328066666666667,NA,NA,NA,3.28066666666667,0.291,0.09,0.1,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00353666666666667",NA,10,11,0.4849,2018,"mixoeuhaline","marsh",0.03644,NA,NA,NA,3.644,0.353666666666667,0.1,0.11,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00381666666666667",NA,11,12,0.5149,2018,"mixoeuhaline","marsh",0.0453233333333333,NA,NA,NA,4.53233333333333,0.381666666666667,0.11,0.12,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00386",NA,12,13,0.4559,2018,"mixoeuhaline","marsh",0.04292,NA,NA,NA,4.292,0.386,0.12,0.13,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00369",NA,13,14,0.6804,2018,"mixoeuhaline","marsh",0.04058,NA,NA,NA,4.058,0.369,0.13,0.14,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00451333333333333",NA,14,15,0.7436,2018,"mixoeuhaline","marsh",0.05008,NA,NA,NA,5.008,0.451333333333333,0.14,0.15,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00458333333333333",NA,15,16,0.643,2018,"mixoeuhaline","marsh",0.0493466666666667,NA,NA,NA,4.93466666666667,0.458333333333333,0.15,0.16,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00413666666666667",NA,16,17,0.4728,2018,"mixoeuhaline","marsh",0.04485,NA,NA,NA,4.485,0.413666666666667,0.16,0.17,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00296",NA,17,18,0.7295,2018,"mixoeuhaline","marsh",0.0314233333333333,NA,NA,NA,3.14233333333333,0.296,0.17,0.18,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00202666666666667",NA,18,19,0.8244,2018,"mixoeuhaline","marsh",0.02205,NA,NA,NA,2.205,0.202666666666667,0.18,0.19,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00175333333333333",NA,19,20,0.76086,2018,"mixoeuhaline","marsh",0.0200533333333333,NA,NA,NA,2.00533333333333,0.175333333333333,0.19,0.2,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00165666666666667",NA,20,21,0.8243,2018,"mixoeuhaline","marsh",0.0190233333333333,NA,NA,NA,1.90233333333333,0.165666666666667,0.2,0.21,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00153333333333333",NA,21,22,0.8717,2018,"mixoeuhaline","marsh",0.01869,NA,NA,NA,1.869,0.153333333333333,0.21,0.22,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00146666666666667",NA,22,23,1.0284,2018,"mixoeuhaline","marsh",0.0173133333333333,NA,NA,NA,1.73133333333333,0.146666666666667,0.22,0.23,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00153333333333333",NA,23,24,0.9953,2018,"mixoeuhaline","marsh",0.0183166666666667,NA,NA,NA,1.83166666666667,0.153333333333333,0.23,0.24,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00133333333333333",NA,24,25,1.0396,2018,"mixoeuhaline","marsh",0.01608,NA,NA,NA,1.608,0.133333333333333,0.24,0.25,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00144",NA,25,26,0.9662,2018,"mixoeuhaline","marsh",0.0173933333333333,NA,NA,NA,1.73933333333333,0.144,0.25,0.26,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00148666666666667",NA,26,27,0.9737,2018,"mixoeuhaline","marsh",0.01852,NA,NA,NA,1.852,0.148666666666667,0.26,0.27,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00138666666666667",NA,27,28,0.9103,2018,"mixoeuhaline","marsh",0.0176866666666667,NA,NA,NA,1.76866666666667,0.138666666666667,0.27,0.28,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00259",NA,28,29,1.0876,2018,"mixoeuhaline","marsh",0.02985,NA,NA,NA,2.985,0.259,0.28,0.29,37.615667,-122.113967
"CCN","Carlin_et_al_2021","Carlin_et_al_2021_ELM1812_ELM1812-SPA2","ELM1812","3",37.615667,-122.113967,"ELM1812-SPA2","0.00189666666666667",NA,29,30,0.6963,2018,"mixoeuhaline","marsh",0.0222866666666667,NA,NA,NA,2.22866666666667,0.189666666666667,0.29,0.3,37.615667,-122.113967
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GW","GTMNERRSouthern","4",29.7273944444444,-81.2405444444444,"NM1GW",NA,NA,4,5,0.85059792213144,2018,NA,"marsh",0.077,NA,NA,NA,7.7,NA,0.04,0.05,29.7273944444444,-81.2405444444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GW","GTMNERRSouthern","4",29.7273944444444,-81.2405444444444,"NM1GW",NA,NA,14,15,0.860734976221358,2018,NA,"marsh",0.074,NA,NA,NA,7.4,NA,0.14,0.15,29.7273944444444,-81.2405444444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GW","GTMNERRSouthern","4",29.7273944444444,-81.2405444444444,"NM1GW",NA,NA,29,30,0.923414621269317,2018,NA,"marsh",0.051,NA,NA,NA,5.1,NA,0.29,0.3,29.7273944444444,-81.2405444444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GW","GTMNERRSouthern","4",29.7271972222222,-81.2400416666667,"NM2GW",NA,NA,4,5,0.792459268815414,2018,NA,"marsh",0.103,NA,NA,NA,10.3,NA,0.04,0.05,29.7271972222222,-81.2400416666667
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GW","GTMNERRSouthern","4",29.7271972222222,-81.2400416666667,"NM2GW",NA,NA,14,15,0.648240202958416,2018,NA,"marsh",0.047,NA,NA,NA,4.7,NA,0.14,0.15,29.7271972222222,-81.2400416666667
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GW","GTMNERRSouthern","4",29.7271972222222,-81.2400416666667,"NM2GW",NA,NA,29,30,1.00832054032108,2018,NA,"marsh",0.07,NA,NA,NA,7,NA,0.29,0.3,29.7271972222222,-81.2400416666667
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GW","GTMNERRSouthern","4",29.72705,-81.2400944444445,"NM3GW",NA,NA,4,5,0.697115756497275,2018,"saline","marsh",0.092,NA,NA,NA,9.2,NA,0.04,0.05,29.72705,-81.2400944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GW","GTMNERRSouthern","4",29.72705,-81.2400944444445,"NM3GW",NA,NA,14,15,0.634705643794649,2018,"saline","marsh",0.064,NA,NA,NA,6.4,NA,0.14,0.15,29.72705,-81.2400944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GW","GTMNERRSouthern","4",29.72705,-81.2400944444445,"NM3GW",NA,NA,29,30,0.909848090133434,2018,"saline","marsh",0.04,NA,NA,NA,4,NA,0.29,0.3,29.72705,-81.2400944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GW","GTMNERRSouthern","4",29.7276472222222,-81.2399555555556,"NM4GW",NA,NA,4,5,0.77037017044976,2018,"saline","marsh",0.06,NA,NA,NA,6,NA,0.04,0.05,29.7276472222222,-81.2399555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GW","GTMNERRSouthern","4",29.7276472222222,-81.2399555555556,"NM4GW",NA,NA,14,15,0.67993972611771,2018,"saline","marsh",0.043,NA,NA,NA,4.3,NA,0.14,0.15,29.7276472222222,-81.2399555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GW","GTMNERRSouthern","4",29.7276472222222,-81.2399555555556,"NM4GW",NA,NA,29,30,0.709095203721758,2018,"saline","marsh",0.053,NA,NA,NA,5.3,NA,0.29,0.3,29.7276472222222,-81.2399555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GW","GTMNERRSouthern","4",29.7273583333333,-81.2404944444445,"NM5GW",NA,NA,4,5,NA,2018,NA,"marsh",NA,NA,NA,NA,NA,NA,0.04,0.05,29.7273583333333,-81.2404944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GW","GTMNERRSouthern","4",29.7273583333333,-81.2404944444445,"NM5GW",NA,NA,14,15,NA,2018,NA,"marsh",NA,NA,NA,NA,NA,NA,0.14,0.15,29.7273583333333,-81.2404944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GW","GTMNERRSouthern","4",29.7273583333333,-81.2404944444445,"NM5GW",NA,NA,29,30,0.470513571512793,2018,NA,"marsh",0.062,NA,NA,NA,6.2,NA,0.29,0.3,29.7273583333333,-81.2404944444445
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM6GW","GTMNERRSouthern","4",29.7271194444444,-81.24045,"NM6GW",NA,NA,4,5,0.671218455772227,2018,"saline","marsh",0.062,NA,NA,NA,6.2,NA,0.04,0.05,29.7271194444444,-81.24045
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM6GW","GTMNERRSouthern","4",29.7271194444444,-81.24045,"NM6GW",NA,NA,14,15,0.671524770417318,2018,"saline","marsh",0.088,NA,NA,NA,8.8,NA,0.14,0.15,29.7271194444444,-81.24045
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM6GW","GTMNERRSouthern","4",29.7271194444444,-81.24045,"NM6GW",NA,NA,29,30,0.679780861145615,2018,"saline","marsh",0.034,NA,NA,NA,3.4,NA,0.29,0.3,29.7271194444444,-81.24045
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GC","GTMNERRSouthern","4",29.7273527777778,-81.2405694444444,"NM1GC",NA,NA,4,5,0.639368215677485,2018,NA,"marsh",0.06,NA,NA,NA,6,NA,0.04,0.05,29.7273527777778,-81.2405694444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GC","GTMNERRSouthern","4",29.7273527777778,-81.2405694444444,"NM1GC",NA,NA,14,15,0.63017626975831,2018,NA,"marsh",0.056,NA,NA,NA,5.6,NA,0.14,0.15,29.7273527777778,-81.2405694444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM1GC","GTMNERRSouthern","4",29.7273527777778,-81.2405694444444,"NM1GC",NA,NA,29,30,0.825222934296122,2018,NA,"marsh",0.093,NA,NA,NA,9.3,NA,0.29,0.3,29.7273527777778,-81.2405694444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GC","GTMNERRSouthern","4",29.7273777777778,-81.2400222222222,"NM2GC",NA,NA,4,5,1.09137220776918,2018,NA,"marsh",0.06,NA,NA,NA,6,NA,0.04,0.05,29.7273777777778,-81.2400222222222
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GC","GTMNERRSouthern","4",29.7273777777778,-81.2400222222222,"NM2GC",NA,NA,14,15,1.13079640812987,2018,NA,"marsh",0.074,NA,NA,NA,7.4,NA,0.14,0.15,29.7273777777778,-81.2400222222222
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM2GC","GTMNERRSouthern","4",29.7273777777778,-81.2400222222222,"NM2GC",NA,NA,29,30,NA,2018,NA,"marsh",NA,NA,NA,NA,NA,NA,0.29,0.3,29.7273777777778,-81.2400222222222
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GC","GTMNERRSouthern","4",29.7270861111111,-81.2400861111111,"NM3GC",NA,NA,4,5,0.778937232244625,2018,"saline","marsh",0.058,NA,NA,NA,5.8,NA,0.04,0.05,29.7270861111111,-81.2400861111111
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GC","GTMNERRSouthern","4",29.7270861111111,-81.2400861111111,"NM3GC",NA,NA,14,15,0.468451762049215,2018,"saline","marsh",0.031,NA,NA,NA,3.1,NA,0.14,0.15,29.7270861111111,-81.2400861111111
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM3GC","GTMNERRSouthern","4",29.7270861111111,-81.2400861111111,"NM3GC",NA,NA,29,30,NA,2018,"saline","marsh",NA,NA,NA,NA,NA,NA,0.29,0.3,29.7270861111111,-81.2400861111111
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GC","GTMNERRSouthern","4",29.7276333333333,-81.2397555555556,"NM4GC",NA,NA,4,5,0.787920173726858,2018,"saline","marsh",0.034,NA,NA,NA,3.4,NA,0.04,0.05,29.7276333333333,-81.2397555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GC","GTMNERRSouthern","4",29.7276333333333,-81.2397555555556,"NM4GC",NA,NA,14,15,0.432639804482748,2018,"saline","marsh",NA,NA,NA,NA,NA,NA,0.14,0.15,29.7276333333333,-81.2397555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM4GC","GTMNERRSouthern","4",29.7276333333333,-81.2397555555556,"NM4GC",NA,NA,29,30,NA,2018,"saline","marsh",NA,NA,NA,NA,NA,NA,0.29,0.3,29.7276333333333,-81.2397555555556
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GC","GTMNERRSouthern","4",29.7275111111111,-81.240275,"NM5GC",NA,NA,4,5,0.681163508407976,2018,NA,"marsh",NA,NA,NA,NA,NA,NA,0.04,0.05,29.7275111111111,-81.240275
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GC","GTMNERRSouthern","4",29.7275111111111,-81.240275,"NM5GC",NA,NA,14,15,0.758495129463796,2018,NA,"marsh",NA,NA,NA,NA,NA,NA,0.14,0.15,29.7275111111111,-81.240275
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM5GC","GTMNERRSouthern","4",29.7275111111111,-81.240275,"NM5GC",NA,NA,29,30,1.25338956196203,2018,NA,"marsh",0.016,NA,NA,NA,1.6,NA,0.29,0.3,29.7275111111111,-81.240275
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM6GC","GTMNERRSouthern","4",29.7270305555556,-81.2403944444444,"NM6GC",NA,NA,4,5,0.678067073763665,2018,"saline","marsh",0.033,NA,NA,NA,3.3,NA,0.04,0.05,29.7270305555556,-81.2403944444444
"CCN","Fell_et_al_2021","Fell_et_al_2021_GTMNERRSouthern_NM6GC","GTMNERRSouthern","4",29.7270305555556,-81.2403944444444,"NM6GC",NA,NA,14,15,0.554594744097554,2018,"saline","marsh",0.02,NA,NA,NA,2,NA,0.14,0.15,29.7270305555556,-81.2403944444444
