"Database","study_id","study_site_core","site_id","file_id","core_latitude","core_longitude","core_id","fraction_nitrogen","fraction_total_nitrogen","depth_min","depth_max","BD_reported_g_cm3","core_year","salinity_class","Habitat_type","fraction_carbon","fraction_carbon_measured","fraction_carbon_modeled","fraction_organic_carbon","OC_perc","N_perc","U_depth_m","L_depth_m","Latitude","Longitude"
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0219873537609443",NA,0,1,0.296378335025727,2019,"brackish","mangrove",NA,NA,NA,0.263980062374283,26.3980062374283,2.19873537609443,0,0.01,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.021700764637412",NA,1,2,0.148682547836449,2019,"brackish","mangrove",NA,NA,NA,0.273230921216925,27.3230921216925,2.1700764637412,0.01,0.02,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0213272692280991",NA,2,3,0.160014379784592,2019,"brackish","mangrove",NA,NA,NA,0.253900043530702,25.3900043530702,2.13272692280991,0.02,0.03,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0192504840708476",NA,3,4,0.137605363797253,2019,"brackish","mangrove",NA,NA,NA,0.246498719632775,24.6498719632775,1.92504840708476,0.03,0.04,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,4,5,0.482016660648114,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.04,0.05,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0121621452040217",NA,5,6,0.694393016709939,2019,"brackish","mangrove",NA,NA,NA,0.168689547000342,16.8689547000342,1.21621452040217,0.05,0.06,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,6,7,0.462281447704719,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.06,0.07,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0100607154320895",NA,7,8,0.597244839446646,2019,"brackish","mangrove",NA,NA,NA,0.155148413021559,15.5148413021559,1.00607154320895,0.07,0.08,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,8,9,0.762384008398797,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.08,0.09,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0102057280056699",NA,9,10,0.576236386958516,2019,"brackish","mangrove",NA,NA,NA,0.147785635514022,14.7785635514022,1.02057280056699,0.09,0.1,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,10,11,0.731826259325153,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.1,0.11,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,11,12,0.799817251014011,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.11,0.12,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,12,13,0.642062871421324,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.12,0.13,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,13,14,0.712854990108599,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.13,0.14,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.00950399787584821",NA,14,15,0.788867390929288,2019,"brackish","mangrove",NA,NA,NA,0.137436479801481,13.7436479801481,0.950399787584821,0.14,0.15,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,15,16,0.801345138467693,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.15,0.16,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,16,17,0.70674344029387,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.16,0.17,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,17,18,0.755126542993807,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.17,0.18,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,18,19,0.842088803899218,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.18,0.19,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0100835566410325",NA,19,20,0.68357048057969,2019,"brackish","mangrove",NA,NA,NA,0.144799792992946,14.4799792992946,1.00835566410325,0.19,0.2,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,20,22,0.851717677956278,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.2,0.22,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,22,24,0.663087239403764,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.22,0.24,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,24,26,0.599297938212532,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.24,0.26,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,26,28,0.818422463861453,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.26,0.28,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.00992664341640301",NA,28,30,0.838156403565304,2019,"brackish","mangrove",NA,NA,NA,0.154490143071978,15.4490143071978,0.992664341640301,0.28,0.3,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,30,32,0.644879913914051,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.3,0.32,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,32,34,0.867951482151651,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.32,0.34,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,34,36,0.734961611704063,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.34,0.36,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,36,38,0.873299088239539,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.36,0.38,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0120151051074884",NA,38,40,0.558869399568329,2019,"brackish","mangrove",NA,NA,NA,0.183266718438846,18.3266718438846,1.20151051074884,0.38,0.4,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,40,42,0.711152032217516,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.4,0.42,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,42,44,0.68632386109518,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.42,0.44,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,44,46,0.539710327518926,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.44,0.46,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,46,48,0.482732857892028,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.46,0.48,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0147389956652562",NA,48,50,0.324305571199949,2019,"brackish","mangrove",NA,NA,NA,0.239977018573751,23.9977018573751,1.47389956652562,0.48,0.5,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,50,52,0.509216240422519,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.5,0.52,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,52,54,0.400545245279373,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.52,0.54,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,54,56,0.4561858133843,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.54,0.56,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,56,58,0.447209474593917,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.56,0.58,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1","0.0153605043776512",NA,58,60,0.477447640541832,2019,"brackish","mangrove",NA,NA,NA,0.242618669785126,24.2618669785126,1.53605043776512,0.58,0.6,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,60,62,0.529206101274861,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.6,0.62,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,62,64,0.455549193611932,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.62,0.64,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,64,66,0.431612290170911,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.64,0.66,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Typha M1","US-MyB","1",38.049846,-121.765356,"Typha M1",NA,NA,66,68,0.456504123270483,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.66,0.68,38.049846,-121.765356
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0199151957765048",NA,0,1,0.128380997943555,2019,"brackish","mangrove",NA,NA,NA,0.378408852188652,37.8408852188652,1.99151957765048,0,0.01,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0188153722197427",NA,1,2,0.158429451199305,2019,"brackish","mangrove",NA,NA,NA,0.338671278796531,33.8671278796531,1.88153722197427,0.01,0.02,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0153702768467316",NA,2,3,0.178037340188227,2019,"brackish","mangrove",NA,NA,NA,0.288441607793621,28.8441607793621,1.53702768467316,0.02,0.03,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0134749894230149",NA,3,4,0.320767493153038,2019,"brackish","mangrove",NA,NA,NA,0.218159743159993,21.8159743159993,1.34749894230149,0.03,0.04,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0120986104663176",NA,4,5,0.52397652449277,2019,"brackish","mangrove",NA,NA,NA,0.191167920208287,19.1167920208287,1.20986104663176,0.04,0.05,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,5,6,0.660595127642853,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.05,0.06,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0128742304426733",NA,6,7,0.405819894741347,2019,"brackish","mangrove",NA,NA,NA,0.207358802292291,20.7358802292291,1.28742304426733,0.06,0.07,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,7,8,0.242335937197352,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.07,0.08,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.017791925882456",NA,8,9,0.268182699955476,2019,"brackish","mangrove",NA,NA,NA,0.292381694134437,29.2381694134437,1.7791925882456,0.08,0.09,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,9,10,0.216871146302649,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.09,0.1,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0108721361414333",NA,10,11,0.406838486377135,2019,"brackish","mangrove",NA,NA,NA,0.166705922805287,16.6705922805287,1.08721361414333,0.1,0.11,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,11,12,0.759653164223249,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.11,0.12,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0103389348471007",NA,12,13,0.540783286483275,2019,"brackish","mangrove",NA,NA,NA,0.155366356568383,15.5366356568383,1.03389348471007,0.12,0.13,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,13,14,0.640095970972617,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.13,0.14,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,14,15,0.68402273526598,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.14,0.15,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.00992203549544603",NA,15,16,0.563319626425087,2019,"brackish","mangrove",NA,NA,NA,0.155167280491393,15.5167280491393,0.992203549544603,0.15,0.16,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,16,17,0.829044719411316,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.16,0.17,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,17,18,0.625581040162636,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.17,0.18,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,18,19,0.84877993235471,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.18,0.19,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.00997256191936199",NA,19,20,0.658939916234698,2019,"brackish","mangrove",NA,NA,NA,0.155876966851159,15.5876966851159,0.997256191936199,0.19,0.2,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,20,21,0.833883029681309,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.2,0.21,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,21,22,0.745138233413268,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.21,0.22,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,22,23,0.761690347494825,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.22,0.23,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,23,24,0.754305558135361,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.23,0.24,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.00959959533815394",NA,24,25,0.971647548421654,2019,"brackish","mangrove",NA,NA,NA,0.146892710660495,14.6892710660495,0.959959533815394,0.24,0.25,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,25,26,0.836684156679726,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.25,0.26,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,26,27,0.620870053847116,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.26,0.27,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,27,28,0.661104423460747,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.27,0.28,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,28,29,0.76258161517614,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.28,0.29,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.00999839031580402",NA,29,30,0.719673442518565,2019,"brackish","mangrove",NA,NA,NA,0.15187368673966,15.187368673966,0.999839031580402,0.29,0.3,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,30,31,0.789192321661105,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.3,0.31,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,31,32,0.763218234948507,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.31,0.32,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,32,33,0.684150059220454,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.32,0.33,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,33,34,0.714962456203045,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.33,0.34,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0100197593150041",NA,34,35,0.746156825049056,2019,"brackish","mangrove",NA,NA,NA,0.157952025492963,15.7952025492963,1.00197593150041,0.34,0.35,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,35,36,0.734570345191966,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.35,0.36,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,36,37,0.755960769543517,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.36,0.37,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,37,38,0.660722451597327,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.37,0.38,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,38,39,0.694081327669388,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.38,0.39,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0113638444732421",NA,39,40,0.759143868405355,2019,"brackish","mangrove",NA,NA,NA,0.171129065547794,17.1129065547794,1.13638444732421,0.39,0.4,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,40,41,0.871698244159943,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.4,0.41,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,41,42,0.671290339818629,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.41,0.42,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,42,43,0.831209226637365,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.42,0.43,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,43,44,0.571595683465866,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.43,0.44,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites","0.0132378609221958",NA,44,45,0.585092022640058,2019,"brackish","mangrove",NA,NA,NA,0.210178999407184,21.0178999407184,1.32378609221958,0.44,0.45,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,45,46,0.437650883359726,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.45,0.46,38.049901,-121.765744
"CCN","Arias-Ortiz_et_al_2021","Arias-Ortiz_et_al_2021_US-MyB_Phragmites","US-MyB","1",38.049901,-121.765744,"Phragmites",NA,NA,46,47,0.79263006843189,2019,"brackish","mangrove",NA,NA,NA,NA,NA,NA,0.46,0.47,38.049901,-121.765744
