study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT70008,"Transect 1, Position 8",Mangrove,A marina,2016,34.15036111,138.0645556,0,0.1,2.894092462,0.439117372,NA,0.602202516,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80001,"Transect 2, Position 1",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15036111,138.0644444,0,0.1,1.005872429,0.11645269,NA,1.186102213,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80002,"Transect 2, Position 2",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15036111,138.0644444,0,0.1,1.306158619,0.245222375,NA,1.071709598,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80003,"Transect 2, Position 3",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15036111,138.0644444,0,0.1,2.411363081,0.305279662,NA,0.861227186,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80004,"Transect 2, Position 4",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15036111,138.0644444,0,0.1,2.164654299,0.274315016,NA,1.029533538,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80005,"Transect 2, Position 5",Mangrove,A marina,2016,34.15036111,138.0644444,0,0.1,3.077643926,0.430565803,NA,0.473883843,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80006,"Transect 2, Position 6",Mangrove,A marina,2016,34.15036111,138.0644444,0,0.1,4.13188508,0.422014234,NA,0.420367993,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80007,"Transect 2, Position 7",Mangrove,A marina,2016,34.15036111,138.0644444,0,0.1,4.418039021,0.413462665,NA,0.394505315,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT80008,"Transect 2, Position 8",Mangrove,A marina,2016,34.15036111,138.0644444,0,0.1,4.102252389,0.404911096,NA,0.455779968,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 3_Clinton ,CLT90001,"Transect 3, Position 1",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.15041667,138.0643889,0,0.1,2.707397313,0.341693578,NA,0.707443722,GPS was taken from the centre core of each transect
