study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_cm,L_depth_cm,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,2,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,9.17,0.69,,0.3,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,2,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,12.4,0.73,,0.3,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,2,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,27.68,1.4,,0.2,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,2,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,4.46,0.29,,0.54,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,3,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,14.56,1.1,,0.1,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,3,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,2.3,0.24,,0.6,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,3,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,4.75,0.28,,0.62,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,3,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,3.17,0.18,,0.7,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,4,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,22.3,1.51,,0.14,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,4,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,1.66,0.24,,0.61,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,4,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,5.02,0.28,,0.7,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,4,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,6.17,0.36,,0.4,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,5,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,27.77,2.17,,0.12,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,5,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,7.27,0.6,,0.33,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,5,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,15.98,0.76,,0.59,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,5,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,6.34,0.31,,0.61,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,6,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,12.78,0.99,,0.32,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,6,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,4.35,0.41,,0.63,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,6,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,11.5,0.69,,0.52,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,6,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,2.29,0.19,,0.49,
