study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_cm,L_depth_cm,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,2,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,50,100,9.45,0.28,,0.55,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,2,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,100,128,9.61,0.56,,0.57,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,3,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,0,15,30.2,1.32,,0.11,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,3,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,15,30,9.41,0.69,,0.31,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,3,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,30,50,14.22,0.6,,0.32,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,3,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,50,100,15.24,0.41,,0.42,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,3,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,100,132,14.97,0.02,,1.17,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,4,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,0,15,29.46,1.51,,0.21,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,4,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,15,30,21,1.04,,0.13,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,4,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,30,50,13.44,0.45,,0.48,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,4,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,50,153,16.12,0.54,,0.41,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,St Chila,5,Chiapas,Mangroves,mangroves,2012,15.1800871,-86.8383125,0,15,32.05,1.43,,0.11,
