Database,Source,originalsource,Site,Habitat_type,Latitude,Longitude,Site_name,Plot,Year collected,Depth,U_depth_cm,L_depth_cm,Center Depth (cm),BD_reported_g_cm3,Gamma Year,fractionC,fractionOM,fraction inorgC,fracCmodeled,fractionN,notes,DOI,N_perc,OC_perc,C/N,N density mg cm-3,NAVD88
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,8-Jul,7,8,7.5,0.202157929,1989.927942,0.02564,,,,0.00255,,,0.255,2.564,10.05490196,0.515502719,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,9-Aug,8,9,8.5,0.224452392,1985.883253,0.02525,,,,0.00247,,,0.247,2.525,10.22267206,0.554397408,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,10-Sep,9,10,9.5,0.229061505,1980.056808,0.02707,,,,0.00234,,,0.234,2.707,11.56837607,0.536003922,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,11-Oct,10,11,10.5,0.409753551,1973.99004,0.01694,,,,0.00156,,,0.156,1.694,10.85897436,0.63921554,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,12-Nov,11,12,11.5,0.124543315,1969.033711,0.02776,,,,0.00234,,,0.234,2.776,11.86324786,0.291431357,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,13-Dec,12,13,12.5,0.13149106,1964.251517,0.02105,,,,0.00197,,,0.197,2.105,10.68527919,0.259037388,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,13-14,13,14,13.5,0.121021781,1960.211131,0.02385,,,,0.00216,,,0.216,2.385,11.04166667,0.261407047,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,14-15,14,15,14.5,0.102365253,1952.463565,0.0255,,,,0.00231,,,0.231,2.55,11.03896104,0.236463734,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,15-16,15,16,15.5,0.14559705,1941.189115,0.02188,,,,0.00218,,,0.218,2.188,10.03669725,0.317401569,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,16-17,16,17,16.5,0.224626799,1936.250157,0.02188,,,,0.00218,,,0.218,2.188,10.03669725,0.489686422,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,17-18,17,18,17.5,0.184664302,1924.537191,0.02254,,,,0.00227,,,0.227,2.254,9.929515419,0.419187966,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,18-19,18,19,18.5,0.13063823,1910.600303,0.01966,,,,0.0021,,,0.21,1.966,9.361904762,0.274340283,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,19-20,19,20,19.5,0.145005508,1888.927491,0.02409,,,,0,,,,2.409,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,20-21,20,21,20.5,0.425278258,1867.685958,0.01761,,,,0,,,,1.761,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,21-22,21,22,21.5,0.10849295,,0.01664,,,,0,,,,1.664,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,22-23,22,23,22.5,0.214786033,,0.01745,,,,0,,,,1.745,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,23-24,23,24,23.5,0.214786033,,0.01744,,,,0,,,,1.744,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,24-25,24,25,24.5,0.214786033,,0.01756,,,,0,,,,1.756,,,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,30-31,30,31,30.5,0.214786033,,0.02031,,,,0.00175,,,0.175,2.031,11.60571429,0.375875558,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,40-41,40,41,40.5,0.214786033,,0.02041,,,,0.00161,,,0.161,2.041,12.67701863,0.345805513,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,50-52,50,52,51,0.214786033,,0.03875,,,,0.00272,,,0.272,3.875,14.24632353,0.58421801,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.53934,-80.41499,8. South Carolina,9,,60-62,60,62,61,0.214786033,,0.08267,,,,0.00444,,,0.444,8.267,18.61936937,0.953649987,0.803
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,0-1,0,1,0.5,0.493,2017.49863,0.04346,,,,0.00334,,,0.334,4.346,13.012,1.64662,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,2-Jan,1,2,1.5,0.52,2005.841607,0.03689,,,,0.00265,,,0.265,3.689,13.921,1.378,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,3-Feb,2,3,2.5,0.521,1993.832849,0.03103,,,,0.00219,,,0.219,3.103,14.169,1.14099,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,4-Mar,3,4,3.5,0.717,1984.645462,0.02816,,,,0.00193,,,0.193,2.816,14.591,1.38381,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,5-Apr,4,5,4.5,0.607,1972.864316,0.02794,,,,0.00191,,,0.191,2.794,14.628,1.15937,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,6-May,5,6,5.5,0.739,1960.229164,0.01706,,,,0.00153,,,0.153,1.706,11.15,1.13067,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,7-Jun,6,7,6.5,0.689238714,1946.916901,0.01664,,,,0.00146,,,0.146,1.664,11.397,1.006288522,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,8-Jul,7,8,7.5,0.703515597,1935.787335,0.01778,,,,0.00149,,,0.149,1.778,11.933,1.04823824,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,9-Aug,8,9,8.5,0.783555017,1925.733866,0.01835,,,,0.00151,,,0.151,1.835,12.152,1.183168076,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,10-Sep,9,10,9.5,0.658521251,1893.003697,0.01588,,,,0.0014,,,0.14,1.588,11.343,0.921929751,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,11-Oct,10,11,10.5,0.574878495,,0.01776,,,,0.00157,,,0.157,1.776,11.312,0.902559237,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,12-Nov,11,12,11.5,0.68156317,,0.02108,,,,0.00176,,,0.176,2.108,11.977,1.199551179,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,13-Dec,12,13,12.5,0.64063208,,0.0199,,,,0.00157,,,0.157,1.99,12.675,1.005792366,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,13-14,13,14,13.5,0.64063208,,0.01472,,,,0.00136,,,0.136,1.472,10.824,0.871259629,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,14-15,14,15,14.5,0.64063208,,0.01767,,,,0.00157,,,0.157,1.767,11.255,1.005792366,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,15-16,15,16,15.5,0.64063208,,0.01588,,,,0.00145,,,0.145,1.588,10.952,0.928916516,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,16-17,16,17,16.5,0.64063208,,0.01616,,,,0.0014,,,0.14,1.616,11.543,0.896884912,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,17-18,17,18,17.5,0.64063208,,0.01507,,,,0.00127,,,0.127,1.507,11.866,0.813602742,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,18-19,18,19,18.5,0.64063208,,0.01491,,,,0.0013,,,0.13,1.491,11.469,0.832821704,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,19-20,19,20,19.5,0.64063208,,0.01269,,,,0.00121,,,0.121,1.269,10.488,0.775164817,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,20-21,20,21,20.5,0.64063208,,0.0138,,,,0.00126,,,0.126,1.38,10.952,0.807196421,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,21-22,21,22,21.5,0.64063208,,0.01341,,,,0.00123,,,0.123,1.341,10.902,0.787977458,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,22-23,22,23,22.5,0.64063208,,0.01386,,,,0.00126,,,0.126,1.386,11,0.807196421,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,23-24,23,24,23.5,0.64063208,,0.01469,,,,0.00132,,,0.132,1.469,11.129,0.845634346,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,24-25,24,25,24.5,0.64063208,,0.01339,,,,0.00121,,,0.121,1.339,11.066,0.775164817,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,30-31,30,31,30.5,0.64063208,,0.01475,,,,0.00134,,,0.134,1.475,11.007,0.858446987,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,40-41,40,41,40.5,0.64063208,,0.01526,,,,0.00144,,,0.144,1.526,10.597,0.922510195,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,50-52,50,52,51,0.64063208,,0.01945,,,,0.00166,,,0.166,1.945,11.717,1.063449253,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,60-62,60,62,61,0.64063208,,0.01828,,,,0.00158,,,0.158,1.828,11.57,1.012198686,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,70-72,70,72,71,0.64063208,,0.02402,,,,0.00196,,,0.196,2.402,12.255,1.255638877,0.859
Weston,Weston et al 2023,Weston et al 2023,South Carolina,Salt marsh,32.5492,-80.4229,8. South Carolina,10,,80-82,80,82,81,0.64063208,,0.0223,,,,0.00183,,,0.183,2.23,12.186,1.172356706,0.859
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,0-1,0,1,0.5,0.363049828,2016.49863,0.115,,,,0.00616,,,0.616,11.5,18.66883117,2.23638694,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,3-Feb,2,3,2.5,0.255704,2005.019375,0.12567,,,,0.00723,,,0.723,12.567,17.38174274,1.84873992,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,5-Apr,4,5,4.5,0.158433811,1991.838336,0.1241,,,,0.00755,,,0.755,12.41,16.43708609,1.196175273,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,7-Jun,6,7,6.5,0.20544201,1983.819459,0.10706,,,,0.0065,,,0.65,10.706,16.47076923,1.335373065,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,9-Aug,8,9,8.5,0.256958163,1974.578805,0.1061,,,,0.0064,,,0.64,10.61,16.578125,1.644532243,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,11-Oct,10,11,10.5,0.215285643,1957.744947,0.10314,,,,0.00596,,,0.596,10.314,17.30536913,1.283102432,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,13-Dec,12,13,12.5,0.381018694,1936.391031,0.05787,,,,0.00379,,,0.379,5.787,15.26912929,1.44406085,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,14-15,14,15,14.5,0.391761238,1914.087816,0.05913,,,,0.00376,,,0.376,5.913,15.72606383,1.473022255,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,16-17,16,17,16.5,0.375229993,1895.897627,0.06351,,,,0.00363,,,0.363,6.351,17.49586777,1.362084875,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,18-19,18,19,18.5,0.343783363,1853.101965,0.05318,,,,0.00343,,,0.343,5.318,15.50437318,1.179176935,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,20-22,20,22,21,0.328558302,,0.05069,,,,0.00332,,,0.332,5.069,15.26807229,1.090813563,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,30-32,30,32,31,0.334311553,,0.03981,,,,0.00285,,,0.285,3.981,13.96842105,0.952787926,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,40-42,40,42,41,0.357297276,,0.03591,,,,0.00262,,,0.262,3.591,13.70610687,0.936118863,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,50-52,50,52,51,0.331844645,,0.03957,,,,0.00295,,,0.295,3.957,13.41355932,0.978941703,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,3,,60-62,60,62,61,0.340189054,,0.04795,,,,0.0033,,,0.33,4.795,14.53030303,1.122623878,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,0-1,0,1,0.5,0.330295924,2016.49863,0.05226,,,,0.0042,,,0.42,5.226,12.44285714,1.387242881,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,3-Feb,2,3,2.5,0.245162269,2012.924086,0.05192,,,,0.00427,,,0.427,5.192,12.15925059,1.046842889,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,5-Apr,4,5,4.5,0.325216314,2009.061881,0.04575,,,,0.00388,,,0.388,4.575,11.79123711,1.261839298,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,7-Jun,6,7,6.5,0.403232851,2004.873856,0.04476,,,,0.00379,,,0.379,4.476,11.81002639,1.528252505,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,9-Aug,8,9,8.5,0.308959277,2000.312029,0.04296,,,,0.00357,,,0.357,4.296,12.03361345,1.102984619,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,11-Oct,10,11,10.5,0.33898899,1995.3664,0.03968,,,,0.00348,,,0.348,3.968,11.40229885,1.179681685,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,13-Dec,12,13,12.5,0.360586006,1990.284706,0.03996,,,,0.00338,,,0.338,3.996,11.82248521,1.2187807,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,14-15,14,15,14.5,0.349731505,1984.89338,0.04275,,,,0.00353,,,0.353,4.275,12.11048159,1.234552213,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,16-17,16,17,16.5,0.366610622,1978.168443,0.04119,,,,0.00328,,,0.328,4.119,12.55792683,1.20248284,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,18-19,18,19,18.5,0.283587302,1971.361706,0.04381,,,,0.00341,,,0.341,4.381,12.84750733,0.9670327,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,20-21,20,21,20.5,0.354592206,1963.659491,0.04447,,,,0.00319,,,0.319,4.447,13.94043887,1.131149137,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,30-31,30,31,30.5,0.331318158,1924.761397,0.04535,,,,0.0028,,,0.28,4.535,16.19642857,0.927690842,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,40-41,40,41,40.5,0.333190119,1874.338491,0.03285,,,,0.00239,,,0.239,3.285,13.74476987,0.796324384,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,50-52,50,52,51,0.333190119,,0.04795,,,,0.0029,,,0.29,4.795,16.53448276,0.966251345,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,60-62,60,62,61,0.333190119,,0.03689,,,,0.00201,,,0.201,3.689,18.35323383,0.669712139,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,70-72,70,72,71,0.333190119,,0.03824,,,,0.00224,,,0.224,3.824,17.07142857,0.746345867,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,5,,80-82,80,82,81,0.333190119,,0.04192,,,,0.0025,,,0.25,4.192,16.768,0.832975298,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,0-1,0,1,0.5,0.363049828,2016.49863,0.06475,,,,0.00464,,,0.464,6.475,13.95474138,1.684551202,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,3-Feb,2,3,2.5,0.255704,2008.48399,0.11554,,,,0.00623,,,0.623,11.554,18.54574639,1.59303592,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,5-Apr,4,5,4.5,0.158433811,1999.673246,0.12075,,,,0.00604,,,0.604,12.075,19.99172185,0.956940218,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,7-Jun,6,7,6.5,0.20544201,1991.417286,0.12015,,,,0.00577,,,0.577,12.015,20.82322357,1.185400398,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,9-Aug,8,9,8.5,0.256958163,1985.259069,0.06646,,,,0.00409,,,0.409,6.646,16.24938875,1.050958887,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,11-Oct,10,11,10.5,0.215285643,1980.742542,0.05793,,,,0.00342,,,0.342,5.793,16.93859649,0.736276899,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,13-Dec,12,13,12.5,0.381018694,1975.876844,0.05371,,,,0.00335,,,0.335,5.371,16.03283582,1.276412625,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,14-15,14,15,14.5,0.391761238,1969.002762,0.0447,,,,0.00293,,,0.293,4.47,15.2559727,1.147860427,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,16-17,16,17,16.5,0.375229993,1962.815517,0.03963,,,,0.00287,,,0.287,3.963,13.80836237,1.07691008,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,18-19,18,19,18.5,0.343783363,1953.932826,0.03791,,,,0.00273,,,0.273,3.791,13.88644689,0.938528581,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,20-21,20,21,20.5,0.328558302,1947.323156,0.03913,,,,0.00262,,,0.262,3.913,14.9351145,0.860822751,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,30-31,30,31,30.5,0.334311553,,0.03603,,,,0.00256,,,0.256,3.603,14.07421875,0.855837576,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,40-41,40,41,40.5,0.357297276,,0.03767,,,,0.0025,,,0.25,3.767,15.068,0.89324319,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,50-52,50,52,51,0.331844645,,0.06722,,,,0.00385,,,0.385,6.722,17.45974026,1.277601883,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,60-62,60,62,61,0.340189054,,0.04513,,,,0.00293,,,0.293,4.513,15.40273038,0.996753928,
Weston,Weston et al 2023,Weston et al 2023,Georgia,Salt marsh,,,9. Georgia,6,,70-72,70,72,71,,,0.03115,,,,0.00254,,,0.254,3.115,12.26377953,,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,0-1,0,1,0.5,0.178689852,,0.146154757,,,,0.010849628,,,1.084962845,14.61547565,13.47094578,1.938718502,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,2-Jan,1,2,1.5,0.235622365,,0.153094873,,,,0.011424116,,,1.14241159,15.30948734,13.40102594,2.691777206,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,3-Feb,2,3,2.5,0.222527364,,0.168939381,,,,0.012473117,,,1.247311711,16.89393806,13.5442792,2.775609871,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,4-Mar,3,4,3.5,0.243960308,,0.198018303,,,,0.01336171,,,1.336171031,19.80183029,14.81983207,3.259726963,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,5-Apr,4,5,4.5,0.160445732,,0.215615234,,,,0.013253086,,,1.325308561,21.56152344,16.2690592,2.126401022,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,10-Sep,9,10,9.5,0.143719927,,0.140651875,,,,0.008766435,,,0.876643479,14.06518745,16.04436443,1.259911368,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,14-15,14,15,14.5,0.144777998,,0.203575459,,,,0.012936294,,,1.293629408,20.35754585,15.73676799,1.872890758,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,19-20,19,20,19.5,0.203059583,,0.179933147,,,,0.010761397,,,1.076139688,17.99331474,16.72024082,2.185204763,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,24-25,24,25,24.5,0.173830516,,0.176480923,,,,0.010331974,,,1.033197403,17.64809227,17.08104591,1.796012377,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,29-30,29,30,29.5,0.330148675,,0.115869312,,,,0.010456213,,,1.045621276,11.58693123,11.08138434,3.452104788,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,34-35,34,35,34.5,0.418708874,,0.089809113,,,,0.008536783,,,0.853678346,8.980911255,10.52025192,3.57442699,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,39-40,39,40,39.5,0.257541121,,0.104272404,,,,0.009050081,,,0.905008137,10.42724037,11.52170897,2.330768101,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,44-45,44,45,44.5,0.37566522,,0.095249834,,,,0.009175965,,,0.917596519,9.524983406,10.38036131,3.447090982,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,49-50,49,50,49.5,0.298824164,,0.102593689,,,,0.009828556,,,0.982855558,10.2593689,10.4383282,2.937009905,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,54-56,54,56,55,0.277104481,,0.129738798,,,,0.010931705,,,1.093170524,12.97387981,11.86812079,3.029224507,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,60-62,60,62,61,0.29597626,,0.118382778,,,,0.009502073,,,0.950207293,11.83827782,12.45862656,2.812388008,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,66-68,66,68,67,0.394610662,,0.063183217,,,,0.005661118,,,0.566111803,6.318321705,11.16090792,2.233937533,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,72-74,72,74,73,0.33628768,,0.079952288,,,,0.006737381,,,0.673738062,7.995228767,11.8669691,2.265698098,
Weston,Weston et al 2023,Weston et al 2023,Plum Island,Salt marsh,,,2. Mass.,7,,78-80,78,80,79,0.2848,,0.07144774,,,,0.005575634,,,0.557563365,7.14477396,12.8142816,1.587940464,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 0-2,0,2,1,0.111540761,,0.4040961,,,,0.019407891,,,1.9407891,40.40961,20.82122651,2.164770932,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 2-4,2,4,3,0.111540761,,0.407054441,,,,0.018818787,,,1.8818787,40.7054441,21.63021682,2.099061823,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 4-6,4,6,5,0.111540761,,0.393016588,,,,0.020747857,,,2.0747857,39.3016588,18.9425147,2.314231759,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 6-8,6,8,7,0.111540761,,0.374697487,,,,0.019754435,,,1.9754435,37.4697487,18.96776557,2.203424713,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 8-10,8,10,9,0.111540761,,0.387237899,,,,0.020407399,,,2.0407399,38.7237899,18.97536729,2.276256814,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 10-15,10,15,12.5,0.127418478,,0.374891094,,,,0.020166733,,,2.0166733,37.4891094,18.58957995,2.569614425,
