Database,Source,originalsource,Site,Habitat_type,Latitude,Longitude,Site_name,Plot,Year collected,Depth,U_depth_cm,L_depth_cm,Center Depth (cm),BD_reported_g_cm3,Gamma Year,fractionC,fractionOM,fraction inorgC,fracCmodeled,fractionN,notes,DOI,N_perc,OC_perc,C/N,N density mg cm-3,NAVD88
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 15-20,15,20,17.5,0.12173913,,0.379984339,,,,0.020242437,,,2.0242437,37.9984339,18.77166955,2.464296669,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 20-25,20,25,22.5,0.105701087,,0.412655201,,,,0.02133719,,,2.133719,41.2655201,19.33971656,2.255364177,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 25-30,25,30,27.5,0.132092391,,0.392829494,,,,0.021778913,,,2.1778913,39.2829494,18.03714902,2.876828692,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 30-40,30,40,35,0.119035326,,0.395973333,,,,0.025960166,,,2.5960166,39.5973333,15.25311248,3.090176823,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 40-15,40,50,45,0.132706522,,0.408677261,,,,0.025111164,,,2.5111164,40.8677261,16.27472372,3.332415238,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,,,3. MD,2,,Ch2 50-60,50,60,55,0.146592391,,0.394196642,,,,0.022685171,,,2.2685171,39.4196642,17.37684224,3.325473457,
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 0-2,0,2,1,0.111540761,,0.37908357,,,,0.019747182,,,1.9747182,37.908357,19.19684345,2.202615708,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 2-4,2,4,3,0.111540761,,0.364217838,,,,0.021040497,,,2.1040497,36.4217838,17.31032474,2.346873047,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 4-6,4,6,5,0.111540761,,0.387344903,,,,0.021361404,,,2.1361404,38.7344903,18.13293303,2.382667258,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 6-8,6,8,7,0.111540761,,0.375452669,,,,0.022129111,,,2.2129111,37.5452669,16.96646,2.468297881,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 8-10,8,10,9,0.111540761,,0.395010669,,,,0.020770966,,,2.0770966,39.5010669,19.01744339,2.316809354,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 10-15,10,15,12.5,0.154195652,,0.403617537,,,,0.01969687,,,1.969687,40.3617537,20.49145602,3.037171712,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 15-20,15,20,17.5,0.116630435,,0.402086697,,,,0.01972458,,,1.972458,40.2086697,20.3850577,2.300486346,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 20-25,20,25,22.5,0.079434783,,0.421923632,,,,0.021945889,,,2.1945889,42.1923632,19.22563425,1.74326693,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 25-30,25,30,27.5,0.108456522,,0.417985672,,,,0.023829706,,,2.3829706,41.7985672,17.54053006,2.584487033,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 30-40,30,40,35,0.081445652,,0.423809358,,,,0.02619545,,,2.619545,42.3809358,16.17873909,2.133505505,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 40-50,40,50,45,0.116554348,,0.411424446,,,,0.025613806,,,2.5613806,41.1424446,16.06260482,2.985400458,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,6,,Ch6 50-60,50,60,55,0.14925,,0.420103492,,,,0.023375352,,,2.3375352,42.0103492,17.97207089,3.488771286,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 0-2,0,2,1,0.111540761,,0.363371717,,,,0.019398482,,,1.9398482,36.3371717,18.73196697,2.163721445,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 2-4,2,4,3,0.111540761,,0.352112279,,,,0.020587067,,,2.0587067,35.2112279,17.10356694,2.29629712,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 4-6,4,6,5,0.111540761,,0.355400254,,,,0.020199533,,,2.0199533,35.5400254,17.59447856,2.253071283,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 6-8,6,8,7,0.111540761,,0.351095645,,,,0.017813065,,,1.7813065,35.1095645,19.71000706,1.986882826,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 8-10,8,10,9,0.111540761,,0.329944727,,,,0.020653888,,,2.0653888,32.9944727,15.97494537,2.303750385,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 10-15,10,15,12.5,0.114434783,,0.317645971,,,,0.020879315,,,2.0879315,31.7645971,15.21342881,2.389319881,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 15-20,15,20,17.5,0.111326087,,0.332773964,,,,0.022510993,,,2.2510993,33.2773964,14.78273178,2.506060765,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 20-25,20,25,22.5,0.104391304,,0.33328973,,,,0.02352068,,,2.352068,33.328973,14.17007183,2.455354456,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 25-30,25,30,27.5,0.14223913,,0.310957365,,,,0.021811538,,,2.1811538,31.0957365,14.25655396,3.102454189,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 30-40,30,40,35,0.130217391,,0.342179047,,,,0.024875737,,,2.4875737,34.2179047,13.75553391,3.239253571,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 40-50,40,50,45,0.153597826,,0.333853821,,,,0.027108853,,,2.7108853,33.3853821,12.31530615,4.163860886,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,7,,Ch7 50-60,50,60,55,0.140326087,,0.38515755,,,,0.027245087,,,2.7245087,38.515755,14.13677063,3.823196449,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 0-2,0,2,1,0.111540761,,0.42148322,,,,0.014635771,,,1.4635771,42.148322,28.79815534,1.632485035,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 2-4,2,4,3,0.111540761,,0.389621054,,,,0.01713345,,,1.713345,38.9621054,22.74037415,1.911078052,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 4-6,4,6,5,0.111540761,,0.379857406,,,,0.018884417,,,1.8884417,37.9857406,20.11486043,2.106382243,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 6-8,6,8,7,0.111540761,,0.393636785,,,,0.018282873,,,1.8282873,39.3636785,21.53035731,2.039285568,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 8-10,8,10,9,0.111540761,,0.391099557,,,,0.019996359,,,1.9996359,39.1099557,19.5585389,2.2304091,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 10-15,10,15,12.5,0.122369565,,0.385546325,,,,0.021188507,,,2.1188507,38.5546325,18.19601192,2.592828385,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 15-20,15,20,17.5,0.144869565,,0.372542855,,,,0.020768582,,,2.0768582,37.2542855,17.93780899,3.00873544,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 20-25,20,25,22.5,0.135804348,,0.389831077,,,,0.020239942,,,2.0239942,38.9831077,19.26048432,2.748672127,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 25-30,25,30,27.5,0.148673913,,0.394120637,,,,0.019862312,,,1.9862312,39.4120637,19.8426362,2.953007646,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 30-40,30,40,35,0.154054348,,0.392034012,,,,0.025016642,,,2.5016642,39.2034012,15.67092848,3.853922472,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 40-50,40,50,45,0.14548913,,0.412637174,,,,0.027052973,,,2.7052973,41.2637174,15.2529328,3.935913506,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,16,,Ch16 50-60,50,60,55,0.164902174,,0.428047921,,,,0.027745964,,,2.7745964,42.8047921,15.42739407,4.575369783,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 0-2,0,2,1,0.111540761,,0.393663426,,,,0.020335516,,,2.0335516,39.3663426,19.35841852,2.26823893,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 2-4,2,4,3,0.111540761,,0.387819337,,,,0.019979478,,,1.9979478,38.7819337,19.41088456,2.228526181,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 4-6,4,6,5,0.111540761,,0.378707789,,,,0.018013009,,,1.8013009,37.8707789,21.02412647,2.009184732,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 6-8,6,8,7,0.111540761,,0.381629158,,,,0.020300955,,,2.0300955,38.1629158,18.79858131,2.26438397,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 8-10,8,10,9,0.111540761,,0.405857565,,,,0.018649606,,,1.8649606,40.5857565,21.7622591,2.080191246,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 10-15,10,15,12.5,0.118673913,,0.392259075,,,,0.0208591,,,2.08591,39.2259075,18.8051772,2.475431019,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 15-20,15,20,17.5,0.114130435,,0.415406891,,,,0.022277331,,,2.2277331,41.5406891,18.64706771,2.542521478,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 20-25,20,25,22.5,0.103173913,,0.424838347,,,,0.021491588,,,2.1491588,42.4838347,19.76765711,2.217371231,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 25-30,25,30,27.5,0.129,,0.413681069,,,,0.023775871,,,2.3775871,41.3681069,17.39919743,3.067087359,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 30-40,30,40,35,0.110423913,,0.429995914,,,,0.029054715,,,2.9054715,42.9995914,14.79952273,3.208335321,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 40-50,40,50,45,0.115184783,,0.434671827,,,,0.028267636,,,2.8267636,43.4671827,15.37701359,3.256001519,0.2
Langley,Pastore et al. 2013,Pastore et al. 2013,SERC,Salt marsh,38.87504555,-76.54864734,3. MD,17,,Ch17 50-60,50,60,55,0.131891304,,0.442222363,,,,0.026645415,,,2.6645415,44.2222363,16.59656531,3.51429853,0.2
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,0.595,,0.061,,,,0.003,,,0.3,6.1,20.33333333,1.785,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,0.655,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,0.8,,0.057,,,,0.0035,,,0.35,5.7,16.54166667,2.8,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.73,,0.094,,,,0.005,,,0.5,9.4,18.8,3.65,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.71,,0.076,,,,0.005,,,0.5,7.6,15.2,3.55,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.43,,0.013,,,,0.001,,,0.1,1.3,13,0.43,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,0.63,,0.056,,,,0.004,,,0.4,5.6,14.75,2.52,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,0.54,,0.063,,,,0.003,,,0.3,6.3,21,1.62,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,1.38,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.69,,0.038,,,,0.002,,,0.2,3.8,19,1.38,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.78,,0.05,,,,0.004,,,0.4,5,12.5,3.12,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.5,,0.008,,,,0.001,,,0.1,0.8,8,0.5,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,0.6,,0.0555,,,,0.0035,,,0.35,5.55,15.75,2.1,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,0.59,,0.051,,,,0.003,,,0.3,5.1,17,1.77,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,0.68,,0.014,,,,0.001,,,0.1,1.4,14,0.68,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.74,,0.074,,,,0.004,,,0.4,7.4,18.2,2.96,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.695,,0.055,,,,0.0035,,,0.35,5.5,16.29166667,2.4325,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.42,,0.0175,,,,0.001,,,0.1,1.75,17.5,0.42,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,0.725,,0.068,,,,0.0045,,,0.45,6.8,15.075,3.2625,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,0.74,,0.063,,,,0.005,,,0.5,6.3,12.6,3.7,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,0.41,,0.01,,,,0.001,,,0.1,1,10,0.41,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.685,,0.064,,,,0.0045,,,0.45,6.4,14.175,3.0825,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.775,,0.082,,,,0.005,,,0.5,8.2,17.70833334,3.875,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.45,,0.009,,,,0.001,,,0.1,0.9,9,0.45,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,,,0,,,,0,,,,,,,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.78,,0.0445,,,,0.0035,,,0.35,4.45,12.58333334,2.73,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.665,,0.0305,,,,0.0025,,,0.25,3.05,12.58333334,1.6625,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.47,,0.019,,,,0.001,,,0.1,1.9,19,0.47,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,0,5,2.5,0.59,,0.0245,,,,0.0015,,,0.15,2.45,18.25,0.885,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,5,15,10,0.515,,0.0185,,,,0.0015,,,0.15,1.85,12.5,0.7725,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Mangrove,30.01130078,-81.34398785,10. FL,G,,,15,30,22.5,0.59,,0.026,,,,0.002,,,0.2,2.6,13,1.18,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,0,5,2.5,0.8,,0.047,,,,0.004,,,0.4,4.7,11.75,3.2,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,5,15,10,0.75,,0.037,,,,0.002,,,0.2,3.7,18.5,1.5,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-SG,Salt marsh,30.01130078,-81.34398785,10. FL,M,,,15,30,22.5,0.49,,0.009,,,,0.001,,,0.1,0.9,9,0.49,0.42
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.755,,0.0805,,,,0.0055,,,0.55,8.05,14.68333334,4.1525,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.71,,0.0645,,,,0.004,,,0.4,6.45,16.03333334,2.84,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,15,30,22.5,0.61,,0.024,,,,0.0015,,,0.15,2.4,16.25,0.915,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,0,5,2.5,0.765,,0.0545,,,,0.003,,,0.3,5.45,17.625,2.295,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,5,15,10,0.655,,0.063,,,,0.0045,,,0.45,6.3,17.9375,2.9475,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,15,30,22.5,0.705,,0.041,,,,0.0025,,,0.25,4.1,18.875,1.7625,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.675,,0.039,,,,0.0035,,,0.35,3.9,11.25,2.3625,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.635,,0.0335,,,,0.0025,,,0.25,3.35,12.83333334,1.5875,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,15,30,22.5,0.55,,0.02,,,,0.0015,,,0.15,2,14.75,0.825,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,0,5,2.5,0.7,,0.035,,,,0.0035,,,0.35,3.5,9.958333334,2.45,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,5,15,10,0.785,,0.0545,,,,0.004,,,0.4,5.45,13.36666667,3.14,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,15,30,22.5,0.655,,0.028,,,,0.002,,,0.2,2.8,14,1.31,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.66,,0.067,,,,0.004,,,0.4,6.7,16.75,2.64,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.66,,0.07,,,,0.006,,,0.6,7,11.66666667,3.96,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,15,30,22.5,0.7,,0.0325,,,,0.002,,,0.2,3.25,16.5,1.4,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,0,5,2.5,0.695,,0.06,,,,0.0045,,,0.45,6,13.475,3.1275,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,5,15,10,0.62,,0.063,,,,0.005,,,0.5,6.3,12.80952381,3.1,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,15,30,22.5,0.795,,0.047,,,,0.003,,,0.3,4.7,15.875,2.385,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.79,,0.106,,,,0.0075,,,0.75,10.6,14.24107143,5.925,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.725,,0.0845,,,,0.006,,,0.6,8.45,14.125,4.35,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,15,30,22.5,0.37,,0,,,,0,,,,,,,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,0,5,2.5,0.67,,0.0955,,,,0.0065,,,0.65,9.55,15.0875,4.355,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,5,15,10,0.675,,0.111,,,,0.007,,,0.7,11.1,15.5625,4.725,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,15,30,22.5,0.75,,0.0475,,,,0.003,,,0.3,4.75,16.25,2.25,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.67,,0.03,,,,0.003,,,0.3,3,9.999999999,2.01,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.47,,0.016,,,,0.0015,,,0.15,1.6,9.5,0.705,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,15,30,22.5,0.61,,0.018,,,,0.0015,,,0.15,1.8,13,0.915,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,0,5,2.5,0.695,,0.0345,,,,0.003,,,0.3,3.45,11.125,2.085,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,5,15,10,0.65,,0.0225,,,,0.0025,,,0.25,2.25,9,1.625,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Salt marsh,29.83602517,-81.29503911,10. FL,M,,,15,30,22.5,0.72,,0.027,,,,0.002,,,0.2,2.7,13.5,1.44,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,0,5,2.5,0.71,,0.0835,,,,0.0055,,,0.55,8.35,15.35,3.905,0.6
Langley,Chapman-unpublished,Chapman-unpublished,FL-GC,Mangrove,29.83602517,-81.29503911,10. FL,G,,,5,15,10,0.635,,0.092,,,,0.006,,,0.6,9.2,15.54285715,3.81,0.6
