study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.29,0.3,11.11,0.43,13.43,0.36,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.3,0.31,11.57,0.43,13.71,0.34,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.31,0.32,10.89,0.42,13.78,0.28,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.32,0.33,11.45,0.44,14.02,0.32,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.33,0.34,10.97,0.42,14.81,0.32,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.34,0.35,13.86,0.43,15.17,0.35,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.35,0.36,10.93,0.41,13.84,0.37,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.36,0.37,10.94,0.41,13.86,0.24,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.37,0.38,12.57,0.41,15.02,0.26,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.38,0.39,11.49,0.4,14.63,0.33,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.39,0.4,12.14,0.4,13.04,0.3,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.4,0.41,10.66,0.38,13.24,0.25,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.41,0.42,10.29,0.36,13.08,0.41,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.42,0.43,10.57,0.37,12.4,0.25,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.43,0.44,9.99,0.35,12.52,0.49,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.44,0.45,10.14,0.35,12.53,0.34,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.45,0.46,12.7,0.36,13.03,0.37,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.46,0.47,10.46,0.34,11.99,0.29,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.47,0.48,11.03,0.35,12.12,0.43,
"Ruiz-Fernández et al., 2017",https://doi.org/10.1016/j.scitotenv.2018.02.246,EU,EUIII,,marsh only flooded with the highest tide,marsh,,23.15536,-106.32785,0.48,0.49,10.72,0.35,12.73,0.4,
