"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth"
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_1","Chapala",NA,NA,"1","Salt marsh",2018,"30.513344","-115.982706",0,0.15,10.26,0.92,0.29,NA,"marsh",11.1521739130435,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_1","Chapala",NA,NA,"1","Salt marsh",2018,"30.513344","-115.982706",0.15,0.3,6.27,0.52,0.49,NA,"marsh",12.0576923076923,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_1","Chapala",NA,NA,"1","Salt marsh",2018,"30.513344","-115.982706",0.3,0.5,2.75,0.27,0.82,NA,"marsh",10.1851851851852,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_1","Chapala",NA,NA,"1","Salt marsh",2018,"30.513344","-115.982706",0.5,1,2.56,0.24,0.87,NA,"marsh",10.6666666666667,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_2","Chapala",NA,NA,"2","Salt marsh",2018,"30.513344","-115.982706",0,0.15,8.69,0.78,0.35,NA,"marsh",11.1410256410256,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_2","Chapala",NA,NA,"2","Salt marsh",2018,"30.513344","-115.982706",0.15,0.3,7.53,0.66,0.5,NA,"marsh",11.4090909090909,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_2","Chapala",NA,NA,"2","Salt marsh",2018,"30.513344","-115.982706",0.3,0.5,2.82,0.3,0.82,NA,"marsh",9.4,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_2","Chapala",NA,NA,"2","Salt marsh",2018,"30.513344","-115.982706",0.5,1,2.25,0.22,1.02,NA,"marsh",10.2272727272727,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_3","Chapala",NA,NA,"3","Salt marsh",2018,"30.513344","-115.982706",0,0.15,8.48,0.8,0.36,NA,"marsh",10.6,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_3","Chapala",NA,NA,"3","Salt marsh",2018,"30.513344","-115.982706",0.15,0.3,6.22,0.56,0.42,NA,"marsh",11.1071428571429,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_3","Chapala",NA,NA,"3","Salt marsh",2018,"30.513344","-115.982706",0.3,0.5,3.04,0.33,0.6,NA,"marsh",9.21212121212121,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_3","Chapala",NA,NA,"3","Salt marsh",2018,"30.513344","-115.982706",0.5,1,4.79,0.43,0.7,NA,"marsh",11.1395348837209,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_4","Chapala",NA,NA,"4","Salt marsh",2018,"30.513344","-115.982706",0,0.15,11.95,1.03,0.26,NA,"marsh",11.6019417475728,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_4","Chapala",NA,NA,"4","Salt marsh",2018,"30.513344","-115.982706",0.15,0.3,9.38,0.81,0.25,NA,"marsh",11.5802469135802,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_4","Chapala",NA,NA,"4","Salt marsh",2018,"30.513344","-115.982706",0.3,0.5,6.49,0.71,0.67,NA,"marsh",9.14084507042254,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_4","Chapala",NA,NA,"4","Salt marsh",2018,"30.513344","-115.982706",0.5,1,0.66,0.08,1.34,NA,"marsh",8.25,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_5","Chapala",NA,NA,"5","Salt marsh",2018,"30.513344","-115.982706",0,0.15,15.33,1.27,0.23,NA,"marsh",12.0708661417323,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_5","Chapala",NA,NA,"5","Salt marsh",2018,"30.513344","-115.982706",0.15,0.3,4.84,0.55,0.53,NA,"marsh",8.8,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_5","Chapala",NA,NA,"5","Salt marsh",2018,"30.513344","-115.982706",0.3,0.5,13.99,1.47,0.61,NA,"marsh",9.51700680272109,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Chapala_5","Chapala",NA,NA,"5","Salt marsh",2018,"30.513344","-115.982706",0.5,1,3.94,0.37,0.79,NA,"marsh",10.6486486486486,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_1","Kenton",NA,NA,"1","Salt marsh",2018,"30.465747","-115.980806",0,0.15,6.43,0.75,0.52,NA,"marsh",8.57333333333333,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_1","Kenton",NA,NA,"1","Salt marsh",2018,"30.465747","-115.980806",0.15,0.3,3.09,0.37,0.64,NA,"marsh",8.35135135135135,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_1","Kenton",NA,NA,"1","Salt marsh",2018,"30.465747","-115.980806",0.3,0.5,3.86,0.36,0.96,NA,"marsh",10.7222222222222,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_1","Kenton",NA,NA,"1","Salt marsh",2018,"30.465747","-115.980806",0.5,1,0.47,0.06,1.27,NA,"marsh",7.83333333333333,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_2","Kenton",NA,NA,"2","Salt marsh",2018,"30.465747","-115.980806",0,0.15,3.82,0.5,0.52,NA,"marsh",7.64,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_2","Kenton",NA,NA,"2","Salt marsh",2018,"30.465747","-115.980806",0.15,0.3,2.41,0.3,0.88,NA,"marsh",8.03333333333333,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_2","Kenton",NA,NA,"2","Salt marsh",2018,"30.465747","-115.980806",0.3,0.5,2.48,0.3,1.12,NA,"marsh",8.26666666666667,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_2","Kenton",NA,NA,"2","Salt marsh",2018,"30.465747","-115.980806",0.5,1,0.7,0.09,1.32,NA,"marsh",7.77777777777778,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_3","Kenton",NA,NA,"3","Salt marsh",2018,"30.465747","-115.980806",0,0.15,6.96,0.75,0.35,NA,"marsh",9.28,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_3","Kenton",NA,NA,"3","Salt marsh",2018,"30.465747","-115.980806",0.15,0.3,3.38,0.39,0.57,NA,"marsh",8.66666666666667,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_3","Kenton",NA,NA,"3","Salt marsh",2018,"30.465747","-115.980806",0.3,0.5,2.51,0.27,1.02,NA,"marsh",9.29629629629629,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_3","Kenton",NA,NA,"3","Salt marsh",2018,"30.465747","-115.980806",0.5,1,0.58,0.08,1.53,NA,"marsh",7.25,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_4","Kenton",NA,NA,"4","Salt marsh",2018,"30.465747","-115.980806",0,0.15,3.92,0.48,0.5,NA,"marsh",8.16666666666667,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_4","Kenton",NA,NA,"4","Salt marsh",2018,"30.465747","-115.980806",0.15,0.3,3.02,0.37,0.7,NA,"marsh",8.16216216216216,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_4","Kenton",NA,NA,"4","Salt marsh",2018,"30.465747","-115.980806",0.3,0.5,0.84,0.1,1.29,NA,"marsh",8.4,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_4","Kenton",NA,NA,"4","Salt marsh",2018,"30.465747","-115.980806",0.5,1,0.15,0.02,1.94,NA,"marsh",7.5,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_5","Kenton",NA,NA,"5","Salt marsh",2018,"30.465747","-115.980806",0,0.15,3.56,0.42,0.79,NA,"marsh",8.47619047619048,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_5","Kenton",NA,NA,"5","Salt marsh",2018,"30.465747","-115.980806",0.15,0.3,2.24,0.27,0.87,NA,"marsh",8.2962962962963,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_5","Kenton",NA,NA,"5","Salt marsh",2018,"30.465747","-115.980806",0.3,0.5,2.13,0.24,1.12,NA,"marsh",8.875,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Kenton_5","Kenton",NA,NA,"5","Salt marsh",2018,"30.465747","-115.980806",0.5,1,0.22,0.03,2.32,NA,"marsh",7.33333333333333,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_1","Arco",NA,NA,"1","Salt marsh",2018,"30.457969","-116.025869",0,0.15,15.56,1.6,0.52,NA,"marsh",9.725,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_1","Arco",NA,NA,"1","Salt marsh",2018,"30.457969","-116.025869",0.15,0.3,10.9,1.2,0.64,NA,"marsh",9.08333333333333,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_1","Arco",NA,NA,"1","Salt marsh",2018,"30.457969","-116.025869",0.3,0.5,8.34,1.09,0.96,NA,"marsh",7.65137614678899,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_1","Arco",NA,NA,"1","Salt marsh",2018,"30.457969","-116.025869",0.5,1,2.6,0.3,1.27,NA,"marsh",8.66666666666667,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_2","Arco",NA,NA,"2","Salt marsh",2018,"30.457969","-116.025869",0,0.15,14.5,1.34,0.52,NA,"marsh",10.8208955223881,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_2","Arco",NA,NA,"2","Salt marsh",2018,"30.457969","-116.025869",0.15,0.3,4.67,0.54,0.88,NA,"marsh",8.64814814814815,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_2","Arco",NA,NA,"2","Salt marsh",2018,"30.457969","-116.025869",0.3,0.5,11.2,1.43,1.12,NA,"marsh",7.83216783216783,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_2","Arco",NA,NA,"2","Salt marsh",2018,"30.457969","-116.025869",0.5,1,7.48,0.85,1.32,NA,"marsh",8.8,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_3","Arco",NA,NA,"3","Salt marsh",2018,"30.457969","-116.025869",0,0.15,6.55,0.63,0.35,NA,"marsh",10.3968253968254,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_3","Arco",NA,NA,"3","Salt marsh",2018,"30.457969","-116.025869",0.15,0.3,3.67,0.42,0.57,NA,"marsh",8.73809523809524,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_3","Arco",NA,NA,"3","Salt marsh",2018,"30.457969","-116.025869",0.3,0.5,2.37,0.32,1.02,NA,"marsh",7.40625,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_3","Arco",NA,NA,"3","Salt marsh",2018,"30.457969","-116.025869",0.5,1,1.12,0.12,1.53,NA,"marsh",9.33333333333333,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_4","Arco",NA,NA,"4","Salt marsh",2018,"30.457969","-116.025869",0,0.15,3.24,0.34,0.5,NA,"marsh",9.52941176470588,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_4","Arco",NA,NA,"4","Salt marsh",2018,"30.457969","-116.025869",0.15,0.3,2.6,0.3,0.7,NA,"marsh",8.66666666666667,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_4","Arco",NA,NA,"4","Salt marsh",2018,"30.457969","-116.025869",0.3,0.5,1.25,0.17,1.29,NA,"marsh",7.35294117647059,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_4","Arco",NA,NA,"4","Salt marsh",2018,"30.457969","-116.025869",0.5,1,0.82,0.1,1.94,NA,"marsh",8.2,1
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_5","Arco",NA,NA,"5","Salt marsh",2018,"30.457969","-116.025869",0,0.15,4.01,0.37,0.79,NA,"marsh",10.8378378378378,0.075
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_5","Arco",NA,NA,"5","Salt marsh",2018,"30.457969","-116.025869",0.15,0.3,1.68,0.2,0.87,NA,"marsh",8.4,0.3
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_5","Arco",NA,NA,"5","Salt marsh",2018,"30.457969","-116.025869",0.3,0.5,1.12,0.14,1.12,NA,"marsh",8,0.55
"Maxwell",NA,"Adame_unpublished","Adame_unpublished_Arco_5","Arco",NA,NA,"5","Salt marsh",2018,"30.457969","-116.025869",0.5,1,1.34,0.16,2.32,NA,"marsh",8.375,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_1","Paistalon",NA,NA,"1","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,29.25,0.94,0.28,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",31.1170212765957,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_1","Paistalon",NA,NA,"1","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,28.21,1.09,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",25.8807339449541,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_1","Paistalon",NA,NA,"1","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,26.55,0.83,0.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",31.9879518072289,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_1","Paistalon",NA,NA,"1","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.44,28.1,1.25,0.13,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.48,1.22
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_2","Paistalon",NA,NA,"2","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,27.2,0.9,0.19,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",30.2222222222222,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_2","Paistalon",NA,NA,"2","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,20.03,0.81,0.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.7283950617284,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_2","Paistalon",NA,NA,"2","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,14.08,0.56,0.27,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",25.1428571428571,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_2","Paistalon",NA,NA,"2","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.5,27.47,1.19,0.14,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.0840336134454,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_3","Paistalon",NA,NA,"3","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,31.02,1.03,0.17,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",30.1165048543689,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_3","Paistalon",NA,NA,"3","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,25.4,1.02,0.19,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.9019607843137,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_3","Paistalon",NA,NA,"3","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,6.88,0.4,0.35,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",17.2,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_3","Paistalon",NA,NA,"3","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.5,18.56,0.66,0.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",28.1212121212121,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_4","Paistalon",NA,NA,"4","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,22.53,1.08,0.25,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.8611111111111,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_4","Paistalon",NA,NA,"4","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,14.87,0.71,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.943661971831,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_4","Paistalon",NA,NA,"4","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,18,0.73,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.6575342465753,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_4","Paistalon",NA,NA,"4","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.5,16.5,0.63,0.24,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",26.1904761904762,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_5","Paistalon",NA,NA,"5","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,23.95,0.93,0.22,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",25.752688172043,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_5","Paistalon",NA,NA,"5","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,21.51,0.9,0.17,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.9,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_5","Paistalon",NA,NA,"5","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,21.21,0.82,0.2,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",25.8658536585366,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_5","Paistalon",NA,NA,"5","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.5,15.96,0.65,0.3,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.5538461538462,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_6","Paistalon",NA,NA,"6","Mangroves",2012,"15.17869587","-86.80539547",0,0.15,18.57,0.88,0.39,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.1022727272727,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_6","Paistalon",NA,NA,"6","Mangroves",2012,"15.17869587","-86.80539547",0.15,0.3,26.38,1.19,0.16,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.1680672268908,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_6","Paistalon",NA,NA,"6","Mangroves",2012,"15.17869587","-86.80539547",0.3,0.5,2.4,0.15,0.78,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",16,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Paistalon_6","Paistalon",NA,NA,"6","Mangroves",2012,"15.17869587","-86.80539547",0.5,1.5,12.47,0.62,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.1129032258065,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_1","Esterillo",NA,NA,"1","Mangroves",2012,"15.1656","-86.8288",0,0.15,22.09,1,0.22,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.09,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_1","Esterillo",NA,NA,"1","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,22.75,0.92,0.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.7282608695652,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_1","Esterillo",NA,NA,"1","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,23.32,0.82,0.23,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",28.4390243902439,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_1","Esterillo",NA,NA,"1","Mangroves",2012,"15.1656","-86.8288",0.5,1.44,10.22,0.43,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.7674418604651,1.22
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_2","Esterillo",NA,NA,"2","Mangroves",2012,"15.1656","-86.8288",0,0.15,22.08,0.95,0.34,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.2421052631579,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_2","Esterillo",NA,NA,"2","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,24.93,1.02,0.15,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.4411764705882,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_2","Esterillo",NA,NA,"2","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,8.57,0.43,0.38,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.9302325581395,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_2","Esterillo",NA,NA,"2","Mangroves",2012,"15.1656","-86.8288",0.5,1.5,18.84,0.71,0.25,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",26.5352112676056,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_3","Esterillo",NA,NA,"3","Mangroves",2012,"15.1656","-86.8288",0,0.15,21.06,1.07,0.37,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.6822429906542,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_3","Esterillo",NA,NA,"3","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,17.88,1.02,0.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",17.5294117647059,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_3","Esterillo",NA,NA,"3","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,24.14,0.91,0.14,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",26.5274725274725,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_3","Esterillo",NA,NA,"3","Mangroves",2012,"15.1656","-86.8288",0.5,1.5,21.24,0.75,0.2,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",28.32,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_4","Esterillo",NA,NA,"4","Mangroves",2012,"15.1656","-86.8288",0,0.15,23.04,0.99,0.25,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.2727272727273,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_4","Esterillo",NA,NA,"4","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,19.85,1.07,0.3,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",18.5514018691589,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_4","Esterillo",NA,NA,"4","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,21.18,0.78,0.27,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",27.1538461538462,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_4","Esterillo",NA,NA,"4","Mangroves",2012,"15.1656","-86.8288",0.5,1.5,21.22,0.68,0.32,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",31.2058823529412,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_5","Esterillo",NA,NA,"5","Mangroves",2012,"15.1656","-86.8288",0,0.15,24.11,1.4,0.28,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",17.2214285714286,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_5","Esterillo",NA,NA,"5","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,30.09,1.23,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",24.4634146341463,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_5","Esterillo",NA,NA,"5","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,25.04,1.12,0.35,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.3571428571429,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_5","Esterillo",NA,NA,"5","Mangroves",2012,"15.1656","-86.8288",0.5,1.5,13.8,0.54,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",25.5555555555556,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_6","Esterillo",NA,NA,"6","Mangroves",2012,"15.1656","-86.8288",0,0.15,23.29,1.23,0.27,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",18.9349593495935,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_6","Esterillo",NA,NA,"6","Mangroves",2012,"15.1656","-86.8288",0.15,0.3,21.89,1.15,0.16,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.0347826086957,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_6","Esterillo",NA,NA,"6","Mangroves",2012,"15.1656","-86.8288",0.3,0.5,10.15,0.49,0.26,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.7142857142857,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Esterillo_6","Esterillo",NA,NA,"6","Mangroves",2012,"15.1656","-86.8288",0.5,1.5,22.27,0.81,0.22,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",27.4938271604938,1.25
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_1","St Chila",NA,NA,"1","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,25.42,1.21,0.17,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.0082644628099,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_1","St Chila",NA,NA,"1","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,11.46,0.78,0.24,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",14.6923076923077,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_1","St Chila",NA,NA,"1","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,9.14,0.44,0.42,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.7727272727273,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_1","St Chila",NA,NA,"1","Mangroves",2012,"15.1800871","-86.8383125",0.5,1.22,14.69,0.69,0.39,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.2898550724638,1.11
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_2","St Chila",NA,NA,"2","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,23.9,1.11,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.5315315315315,0.075
