"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Delaware_9","Delaware",NA,NA,"9","Salt marsh",2014,"39.20743","-75.40662",0.29,0.3,4.819047451,0.36890772,0.49695558,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.0630160057372,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Delaware_9","Delaware",NA,NA,"9","Salt marsh",2014,"39.20743","-75.40662",0.34,0.35,4.933511257,0.391859204,0.485669585,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.5900098980449,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Delaware_9","Delaware",NA,NA,"9","Salt marsh",2014,"39.20743","-75.40662",0.39,0.4,5.171032429,0.38639456,0.544238604,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.3827775137414,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Delaware_9","Delaware",NA,NA,"9","Salt marsh",2014,"39.20743","-75.40662",0.44,0.45,4.331623554,0.386990786,0.733370699,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.1930922148622,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Delaware_9","Delaware",NA,NA,"9","Salt marsh",2014,"39.20743","-75.40662",0.49,0.5,4.469473362,0.36798954,0.563877051,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.1456532759056,0.74
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0,0.01,5.580168724,0.338425338,0.236830198,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.4886256950418,0.005
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.01,0.02,6.029188633,0.371733695,0.303481382,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.2191071568048,0.02
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.02,0.03,7.470957279,0.384758264,0.459174926,"https://doi.org/10.1038/s41558-018-0162-5","marsh",19.417275671563,0.035
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.03,0.04,5.245454788,0.328991622,0.41356828,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.9440375901123,0.05
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.04,0.05,5.074006081,0.307804674,0.494351838,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.4844997805329,0.065
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.09,0.1,7.454228878,0.469636917,0.305390537,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.8723230823015,0.14
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.14,0.15,5.2592659,0.303654045,0.678840992,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.3199270241896,0.215
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.19,0.2,2.267115116,0.084951296,1.346798095,"https://doi.org/10.1038/s41558-018-0162-5","marsh",26.6872340122981,0.29
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.24,0.25,1.760299444,0.065956876,1.612132903,"https://doi.org/10.1038/s41558-018-0162-5","marsh",26.6886418938338,0.365
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.29,0.3,1.283986926,0.054136299,0.738620192,"https://doi.org/10.1038/s41558-018-0162-5","marsh",23.7176709475467,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.34,0.35,0.704153061,0.038646176,1.609276476,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.2205106399143,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.39,0.4,0.50470984,0.032071829,1.993155446,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.7368586618493,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.44,0.45,0.247695863,0.021256123,1.549127134,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.652918220317,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.49,0.5,0.194667235,0.017020807,2.502261839,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.4370155892138,0.74
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.54,0.56,0.196303546,0.019384043,1.933047501,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.1270692600094,0.82
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.6,0.62,0.2609,0.0224,1.824295674,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.6473214285714,0.91
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.66,0.68,0.2405,0.0195,1.886444272,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3333333333333,1
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.72,0.74,0.2311,0.0217,2.102985436,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.6497695852535,1.09
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.78,0.8,0.2033,0.0213,1.978774078,"https://doi.org/10.1038/s41558-018-0162-5","marsh",9.54460093896714,1.18
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_2","York",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.84,0.86,0.133353576,0.019779706,2.129777529,"https://doi.org/10.1038/s41558-018-0162-5","marsh",6.74193923812619,1.27
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0,0.01,12.17260265,0.775603116,0.147132785,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.6943704826477,0.005
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.01,0.02,10.52711773,0.717656851,0.146642103,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.6687343893272,0.02
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.02,0.03,5.956136703,0.383834124,0.357256728,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.5174757286562,0.035
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.03,0.04,10.7417078,0.511581123,0.446156631,"https://doi.org/10.1038/s41558-018-0162-5","marsh",20.997076156776,0.05
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.04,0.05,10.68129539,0.683191359,0.153251091,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.6344123052645,0.065
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.09,0.1,6.475615978,0.414255112,0.356758741,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.6319518828292,0.14
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.14,0.15,14.39898491,0.810416222,0.231506967,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.7673947276934,0.215
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.19,0.2,15.40594578,0.893691897,0.224110209,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.2385425354259,0.29
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.24,0.25,12.33865833,0.675287545,0.26452634,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.2717102090192,0.365
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.29,0.3,9.866291046,0.538867712,0.337533257,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.3093008289203,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.34,0.35,8.698767662,0.523302019,0.428523733,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.6228436852257,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.39,0.4,5.712049961,0.353702635,0.52201267,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.1492999931991,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.44,0.45,6.408528328,0.369754225,0.464953529,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.3318596373037,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.49,0.5,4.442047119,0.266778857,0.593153048,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.6506715297907,0.74
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.54,0.56,2.251324415,0.114084281,1.101093005,"https://doi.org/10.1038/s41558-018-0162-5","marsh",19.7338703918378,0.82
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.6,0.62,1.455777049,0.079647794,1.358560463,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.2776819782353,0.91
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.66,0.68,1.337298632,0.065988451,1.561894608,"https://doi.org/10.1038/s41558-018-0162-5","marsh",20.2656466659598,1
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.72,0.74,3.719661713,0.242854834,1.594809269,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.3163997262661,1.09
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.78,0.8,2.147075653,0.133330479,1.856902897,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.1034121312952,1.18
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.84,0.86,0.526870787,0.031140108,1.676825012,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.9193628679772,1.27
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.9,0.92,1.02551353,0.055596393,1.742720083,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.4456845968407,1.36
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",0.96,0.98,0.465434819,0.034031674,2.231711555,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.6765184986198,1.45
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_3","York",NA,NA,"3","Salt marsh",2014,"37.22171","-76.40216",1.02,1.04,0.442371696,0.032221474,1.462662378,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.7290955714813,1.54
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0,0.01,7.181909084,0.511079907,0.547384464,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.052419172879,0.005
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.01,0.02,6.528403759,0.449719578,0.404684864,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.5166100796261,0.02
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.02,0.03,7.014010429,0.480151325,0.397744696,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.6079164292632,0.035
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.03,0.04,8.006254196,0.489753187,0.333395943,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.3475285276704,0.05
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.04,0.05,7.95609045,0.49963665,0.376047538,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.9237526910806,0.065
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.09,0.1,7.052233696,0.453336507,0.218043041,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.5562889533624,0.14
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.14,0.15,7.184246063,0.403661072,0.292181084,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.7977183368328,0.215
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.19,0.2,6.085390091,0.338467658,0.45033169,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.9792365597306,0.29
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.24,0.25,3.901403427,0.218648985,0.645253012,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.8432267911054,0.365
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.29,0.3,6.908508778,0.313590676,0.361570591,"https://doi.org/10.1038/s41558-018-0162-5","marsh",22.0303386124911,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.34,0.35,2.447476387,0.121007018,0.80608228,"https://doi.org/10.1038/s41558-018-0162-5","marsh",20.2259044760528,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.39,0.4,1.452347636,0.084962025,1.032843146,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.0940798080083,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.44,0.45,0.941587389,0.058338359,1.279706149,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.1401075577049,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.49,0.5,0.958142996,0.057877172,1.309086195,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.5547652535615,0.74
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.54,0.56,1.09660995,0.070176885,1.522812938,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.6263697084873,0.82
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.6,0.62,0.430110306,0.029917005,1.583612465,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.3767835717513,0.91
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.66,0.68,0.373791665,0.026666399,1.786776759,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.0173281364312,1
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.72,0.74,0.377358586,0.025838457,1.98458373,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.6045325384561,1.09
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.78,0.8,0.440571755,0.029963939,1.646908017,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.7033991425493,1.18
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.84,0.86,0.427260041,0.030078815,1.491929189,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.2046832962003,1.27
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_York_5","York",NA,NA,"5","Salt marsh",2014,"37.2982","-76.55528",0.9,0.92,0.523552775,0.037609782,1.651906155,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.9206543393418,1.36
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0,0.01,3.285697222,0.272119761,0.681355281,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.0744528435772,0.005
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.01,0.02,3.383908272,0.255411536,0.549394678,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.2488466456738,0.02
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.02,0.03,3.65852499,0.241267711,0.584755444,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.1637572008133,0.035
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.03,0.04,2.5235219,0.173471123,0.630508199,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.5472160228074,0.05
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.04,0.05,3.206433058,0.259903222,0.571884476,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3370269645984,0.065
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.09,0.1,2.396033287,0.188843861,0.853534767,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.6879066881608,0.14
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.14,0.15,2.629292488,0.157944366,0.500241241,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.6469533202596,0.215
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.19,0.2,3.673283339,0.21846728,0.654467608,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.8138832460403,0.29
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.24,0.25,4.650718212,0.31060946,0.410949279,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.9728801305665,0.365
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.29,0.3,6.288691998,0.340321153,0.453861435,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.4786985544798,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.34,0.35,5.293700695,0.287655652,0.37515871,"https://doi.org/10.1038/s41558-018-0162-5","marsh",18.4029086798545,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.39,0.4,4.751571178,0.288089067,0.472395337,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.4934102757881,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.44,0.45,7.920798302,0.3703942,0.63559035,"https://doi.org/10.1038/s41558-018-0162-5","marsh",21.3847795186858,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.49,0.5,3.314651728,0.235473827,0.614525113,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.0765186952179,0.74
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.54,0.56,6.087285042,0.309618205,0.503861695,"https://doi.org/10.1038/s41558-018-0162-5","marsh",19.6606173141531,0.82
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.6,0.62,6.440582752,0.308421999,0.536566934,"https://doi.org/10.1038/s41558-018-0162-5","marsh",20.8823714679315,0.91
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.66,0.68,3.988757372,0.245318413,0.47963929,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.2595107445115,1
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.72,0.74,3.729353905,0.233398199,0.657005639,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.9785033516904,1.09
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.78,0.8,2.20468998,0.179783121,0.530723799,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.2630532151013,1.18
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.84,0.86,2.528495789,0.190593079,0.55062808,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.2664617323276,1.27
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.9,0.92,1.839010477,0.172855943,0.642285786,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.6389774345219,1.36
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_2","James",NA,NA,"2","Salt marsh",2014,"36.96332","-76.49417",0.96,0.98,2.020110846,0.179866076,0.719352702,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.2311942914683,1.45
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0,0.01,4.274421215,0.319895923,0.268000077,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.3619121335285,0.005
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.01,0.02,4.475558281,0.274313122,0.437242776,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.3155092558788,0.02
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.02,0.03,3.375886202,0.241027772,0.501494124,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.0062125372009,0.035
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.03,0.04,3.235838175,0.247434258,0.516385046,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.0775673552851,0.05
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.04,0.05,4.189398289,0.271340966,0.512208769,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.4396085145507,0.065
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.09,0.1,3.290994883,0.217209846,0.414875953,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.1512233151714,0.14
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.14,0.15,4.142059326,0.293713659,0.639871338,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.1023721542347,0.215
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.19,0.2,5.709102154,0.327862591,0.619866607,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.4130941153942,0.29
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.24,0.25,6.514215469,0.305818975,0.627866065,"https://doi.org/10.1038/s41558-018-0162-5","marsh",21.3008871310225,0.365
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.29,0.3,3.547942638,0.240539134,0.486505795,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.7499601374635,0.44
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.34,0.35,3.530614614,0.22447364,0.691131177,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.7284152116926,0.515
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.39,0.4,3.926506519,0.263910115,0.482987008,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.8781963851594,0.59
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.44,0.45,5.253261566,0.307965785,0.66138586,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.0579389720192,0.665
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_James_3","James",NA,NA,"3","Salt marsh",2014,"36.9607","-76.49183",0.49,0.5,5.189499855,0.310175091,0.581853967,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.7308723542859,0.74
