"","study_id","site_id","core_id","Habitat_type","Soil_type","Country","Nation","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"893","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.75,0.76,"EA",0.52,NA,1.021
"894","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.76,0.77,"EA",0.57,0.07,1.0915
"895","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.77,0.78,"EA",0.67,NA,1.1756
"896","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.78,0.79,"EA",0.54,0.08,1.0571
"897","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.79,0.8,"EA",0.57,NA,0.997
"898","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.8,0.81,"EA",0.59,0.08,0.9675
"899","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.81,0.82,"EA",0.57,NA,0.9281
"900","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.82,0.83,"EA",0.53,0.08,1.0907
"901","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.83,0.84,"EA",0.65,NA,1.0432
"902","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.84,0.85,"EA",0.59,0.09,1.0042
"903","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.85,0.86,"EA",0.78,NA,1.0211
"904","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.86,0.87,"EA",0.76,0.09,1.049
"905","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.87,0.88,"EA",0.81,NA,0.9505
"906","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.88,0.89,"EA",0.83,0.09,0.779
"907","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.89,0.9,"EA",0.66,NA,0.8294
"908","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.9,0.91,"EA",0.64,0.1,1.112
"909","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.91,0.92,"EA",0.88,NA,0.8053
"910","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.92,0.93,"EA",0.87,0.1,0.7917
"911","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.93,0.94,"EA",0.86,NA,0.8896
"912","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.94,0.95,"EA",0.9,0.1,1.0319
"913","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.95,0.96,"EA",0.86,NA,0.7516
"914","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.96,0.97,"EA",0.78,0.09,0.9121
"915","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.97,0.98,"EA",0.82,NA,0.7501
"916","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.98,0.99,"EA",0.85,NA,0.6459
"917","Smeaton_et_al","CS AM-6","AM-6","Saltmarsh","Silty Sand","UK","England",2020,50.302548,-3.8543436,0.98,1,"EA",0.7,NA,0.7279
"918","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0,0.01,"EA",21.12,1.03,0.157883214
"919","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.01,0.02,"EA",21.51,1.22,0.275659263
"920","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.02,0.03,"EA",18.87,1.03,0.273890854
"921","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.03,0.04,"EA",15.22,1.08,0.296880173
"922","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.04,0.05,"EA",18.1,0.96,0.295819127
"923","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.05,0.06,"EA",17.64,1.11,0.348871401
"924","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.06,0.07,"EA",11.71,1.21,0.426681403
"925","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.07,0.08,"EA",10.5,1.03,0.268585626
"926","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.08,0.09,"EA",11.63,0.91,0.2944044
"927","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (roots)","UK","England",2020,50.302499,-3.8534851,0.09,0.1,"EA",10.6,0.88,0.314564264
"928","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.1,0.11,"EA",7.56,0.85,0.348871401
"929","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.11,0.12,"EA",9.19,0.71,0.420315131
"930","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.12,0.13,"EA",8.87,0.76,0.329065219
"931","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.13,0.14,"EA",9.28,0.85,0.329418901
"932","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.14,0.15,"EA",7.3,0.86,0.431986631
"933","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.15,0.16,"EA",7.46,0.68,0.455683313
"934","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.16,0.17,"EA",7.54,0.59,0.278135036
"935","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.17,0.18,"EA",8.24,0.68,0.330833628
"936","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.18,0.19,"EA",8.27,0.67,0.459573813
"937","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.19,0.2,"EA",5.65,0.85,0.238522671
"938","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.2,0.21,"EA",5.36,0.56,0.355591356
"939","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.21,0.22,"EA",7.3,NA,0.442250477
"940","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.22,0.23,"EA",5.98,0.58,0.487550046
"941","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.23,0.24,"EA",4.3,NA,0.542445002
"942","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.24,0.25,"EA",4.05,0.47,0.57894143
"943","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.25,0.26,"EA",3.78,NA,0.616643913
"944","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.26,0.27,"EA",3.5,0.39,0.628983872
"945","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.27,0.28,"EA",3.86,NA,0.585541133
"946","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.28,0.29,"EA",3.62,0.43,0.635254651
"947","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.29,0.3,"EA",3.12,NA,0.626048313
"948","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.3,0.31,"EA",3.34,0.35,0.599543397
"949","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.31,0.32,"EA",3.23,NA,0.697930608
"950","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.32,0.33,"EA",3.62,0.34,0.548623824
"951","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.33,0.34,"EA",3.73,NA,0.526447973
"952","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.34,0.35,"EA",3.12,0.36,0.650010257
"953","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.35,0.36,"EA",2.73,NA,0.658144939
"954","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.36,0.37,"EA",2.56,0.3,0.618157671
"955","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.37,0.38,"EA",2.74,NA,0.620262078
"956","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Organic Silt (rootlets)","UK","England",2020,50.302499,-3.8534851,0.38,0.39,"EA",2.19,0.29,0.73353222
"957","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.39,0.4,"EA",1.86,NA,0.666781849
"958","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.4,0.41,"EA",1.97,0.22,0.665176134
"959","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.41,0.42,"EA",1.62,NA,0.906210299
"960","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.42,0.43,"EA",1.6,0.19,0.721400934
"961","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.43,0.44,"EA",2.01,NA,0.724145505
"962","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.44,0.45,"EA",1.74,0.22,0.663641154
"963","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.45,0.46,"EA",1.23,NA,0.749649501
"964","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.46,0.47,"EA",1.49,0.15,0.681258046
"965","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.47,0.48,"EA",1.4,NA,0.784862064
"966","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.48,0.49,"EA",1.2,0.17,0.794535262
"967","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.49,0.5,"EA",1.4,NA,0.764833062
"968","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.5,0.51,"EA",1.33,0.17,0.836626936
"969","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.51,0.52,"EA",1.34,NA,0.921181651
"970","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.52,0.53,"EA",1.96,0.17,0.928315413
"971","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.53,0.54,"EA",1.58,NA,0.869830586
"972","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.54,0.55,"EA",1.55,0.19,0.910507533
"973","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.55,0.56,"EA",1.61,NA,0.879302186
"974","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.56,0.57,"EA",1.71,0.17,1.019844734
"975","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.57,0.58,"EA",1.43,NA,0.993576784
"976","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.58,0.59,"EA",1.73,0.17,0.982892056
"977","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.59,0.6,"EA",1.46,NA,1.004951192
"978","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.6,0.61,"EA",1.42,0.17,1.040365353
"979","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.61,0.62,"EA",1.51,NA,0.947661809
"980","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.62,0.63,"EA",1.28,0.18,0.888741954
"981","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.63,0.64,"EA",1.29,NA,0.929761972
"982","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.64,0.65,"EA",1.35,0.17,1.109860296
"983","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.65,0.66,"EA",1.8,NA,0.854657636
"984","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.66,0.67,"EA",1.17,0.17,1.05755429
"985","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.67,0.68,"EA",1.29,NA,0.934006154
"986","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.68,0.69,"EA",1.19,0.16,1.038048737
"987","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.69,0.7,"EA",1.21,NA,0.768239018
"988","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.7,0.71,"EA",1.32,0.15,0.803069605
"989","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.71,0.72,"EA",1.11,NA,0.865876424
"990","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.72,0.73,"EA",1.03,0.15,0.635410271
"991","Smeaton_et_al","CS AM-2","AM-2","Saltmarsh","Basal Silt","UK","England",2020,50.302499,-3.8534851,0.73,0.74,"EA",1.57,0.19,0.153490486
"992","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0,0.01,"EA",7.1,0.7,0.1852
"993","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.01,0.02,"EA",7.34,0.69,0.2844
"994","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.02,0.03,"EA",7.6,0.65,0.3318
"995","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.03,0.04,"EA",5.87,0.48,0.3746
"996","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.04,0.05,"EA",5.6,0.47,0.368
"997","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.05,0.06,"EA",6.61,0.58,0.3081
"998","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.06,0.07,"EA",7.3,0.56,0.2983
"999","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.07,0.08,"EA",8.08,0.64,0.3024
"1000","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.08,0.09,"EA",6.26,0.52,0.2588
"1001","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.09,0.1,"EA",9.8,0.8,0.2751
"1002","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.1,0.11,"EA",9.68,0.66,0.3257
"1003","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.11,0.12,"EA",8.14,0.64,0.2084
"1004","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.12,0.13,"EA",6.71,0.55,0.2907
"1005","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.13,0.14,"EA",7.48,0.53,0.3036
"1006","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.14,0.15,"EA",6.44,0.46,0.3132
"1007","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.15,0.16,"EA",5.98,0.51,0.2878
"1008","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Fibrous Peat (Silty)","UK","England",2020,50.690441,-2.0265907,0.16,0.17,"EA",8,0.54,0.2279
"1009","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.17,0.18,"EA",7.19,0.53,0.2929
"1010","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.18,0.19,"EA",5.92,0.49,0.3014
"1011","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.19,0.2,"EA",6.2,0.45,0.2933
"1012","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.2,0.21,"EA",4.52,0.39,0.3962
"1013","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.21,0.22,"EA",4.76,0.38,0.3453
"1014","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.22,0.23,"EA",4.51,0.34,0.3943
"1015","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Silt with Organics","UK","England",2020,50.690441,-2.0265907,0.23,0.24,"EA",4.68,NA,0.3023
"1016","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.24,0.25,"EA",3.99,0.39,0.5035
"1017","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.25,0.26,"EA",5.23,NA,0.4794
"1018","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.26,0.27,"EA",4.91,0.31,0.3948
"1019","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.27,0.28,"EA",3.81,NA,0.4068
"1020","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.28,0.29,"EA",3.42,0.34,0.3636
"1021","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.29,0.3,"EA",4.23,NA,0.3628
"1022","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.3,0.31,"EA",4.23,0.33,0.3426
"1023","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.31,0.32,"EA",3.91,NA,0.3014
"1024","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.32,0.33,"EA",3.93,0.33,0.4229
"1025","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.33,0.34,"EA",3.88,NA,0.3087
"1026","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.34,0.35,"EA",4.24,0.4,0.338
"1027","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.35,0.36,"EA",5.04,NA,0.3286
"1028","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.36,0.37,"EA",5.05,0.45,0.33
"1029","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.37,0.38,"EA",5.48,NA,0.326
"1030","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.38,0.39,"EA",5.63,0.4,0.2896
"1031","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.39,0.4,"EA",6.58,NA,0.2607
"1032","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.4,0.41,"EA",6.16,0.4,0.3045
"1033","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.41,0.42,"EA",5.56,NA,0.2425
"1034","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.42,0.43,"EA",5.91,0.41,0.2897
"1035","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.43,0.44,"EA",5.79,NA,0.291
"1036","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.44,0.45,"EA",5.64,0.4,0.3217
"1037","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.45,0.46,"EA",6.05,NA,0.3539
"1038","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.46,0.47,"EA",6.31,0.35,0.2917
"1039","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.47,0.48,"EA",5.42,NA,0.3195
"1040","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.48,0.49,"EA",5.75,0.4,0.3556
"1041","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.49,0.5,"EA",6.64,NA,0.3373
"1042","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.5,0.51,"EA",6.05,0.37,0.2716
"1043","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.51,0.52,"EA",4.88,NA,0.2361
"1044","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.52,0.53,"EA",4.73,0.37,0.3832
"1045","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.53,0.54,"EA",4.28,NA,0.3265
"1046","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.54,0.55,"EA",4.54,0.37,0.2742
"1047","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.55,0.56,"EA",4.06,NA,0.2614
"1048","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.56,0.57,"EA",4.44,0.34,0.4323
"1049","Smeaton_et_al","CS ARN-16","ARN-16","Saltmarsh","Basal Silt","UK","England",2020,50.690441,-2.0265907,0.57,0.58,"EA",4.85,NA,0.326
