"","study_id","site_id","core_id","Habitat_type","Soil_type","Country","Nation","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","Method","OC_perc","N_perc","BD_reported_g_cm3"
"1","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0,0.01,"EA",24.66,1.52,0.2
"2","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.01,0.02,"EA",23.23,1.58,0.22
"3","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.02,0.03,"EA",21.56,1.45,0.26
"4","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.03,0.04,"EA",22.58,1.43,0.22
"5","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.04,0.05,"EA",23.09,0.64,0.4
"6","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.05,0.06,"EA",21.99,0.86,0.35
"7","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.06,0.07,"EA",23.07,0.73,0.25
"8","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.07,0.08,"EA",19.06,0.97,0.23
"9","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.08,0.09,"EA",18.17,0.83,0.36
"10","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.09,0.1,"EA",19.08,0.71,0.36
"11","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.1,0.11,"EA",19.77,1.61,0.22
"12","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447189,-4.4781295,0.11,0.12,"EA",18.47,1.67,0.22
"13","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.12,0.13,"EA",12.76,1.19,0.31
"14","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.13,0.14,"EA",13.26,0.74,0.36
"15","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.14,0.15,"EA",12.31,1.7,0.24
"16","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.15,0.16,"EA",12.5,1.63,0.29
"17","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.16,0.17,"EA",14.32,1.41,0.29
"18","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.17,0.18,"EA",14.69,1.24,0.3
"19","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.18,0.19,"EA",13.18,1.06,0.36
"20","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.19,0.2,"EA",13.18,1.38,0.22
"21","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.2,0.21,"EA",13.12,1.04,0.41
"22","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.21,0.22,"EA",10.65,1.35,0.36
"23","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.22,0.23,"EA",11.48,1.16,0.32
"24","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.23,0.24,"EA",11.48,1.4,0.34
"25","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.24,0.25,"EA",13.51,1.5,0.34
"26","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.25,0.26,"EA",11.41,0.78,0.41
"27","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.26,0.27,"EA",12.28,0.85,0.38
"28","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.27,0.28,"EA",12.27,1.06,0.38
"29","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.28,0.29,"EA",11.82,1.08,0.38
"30","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.29,0.3,"EA",11.6,1.1,0.38
"31","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447189,-4.4781295,0.3,0.31,"EA",10.74,0.82,0.42
"32","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.31,0.32,"EA",2.53,NA,0.42
"33","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.32,0.33,"EA",3.04,0.77,0.42
"34","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.33,0.34,"EA",2.75,NA,0.4
"35","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.34,0.35,"EA",2.45,0.64,0.47
"36","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.35,0.36,"EA",2.46,NA,0.5
"37","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.36,0.37,"EA",4.89,1.11,0.38
"38","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.37,0.38,"EA",3.12,NA,0.4
"39","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.38,0.39,"EA",2.97,0.69,0.42
"40","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.39,0.4,"EA",2.98,NA,0.46
"41","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.4,0.41,"EA",4.58,0.53,0.49
"42","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.41,0.42,"EA",4.7,NA,0.53
"43","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447189,-4.4781295,0.42,0.43,"EA",3.29,0.37,0.53
"44","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.43,0.44,"EA",3.76,NA,0.57
"45","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.44,0.45,"EA",2.72,0.26,0.59
"46","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.45,0.46,"EA",2.12,NA,0.66
"47","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.46,0.47,"EA",2.21,0.27,0.53
"48","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.47,0.48,"EA",2.02,NA,0.63
"49","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.48,0.49,"EA",1.73,0.23,0.63
"50","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.49,0.5,"EA",2.22,NA,0.58
"51","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.5,0.51,"EA",0.12,0.21,0.58
"52","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.51,0.52,"EA",3.22,NA,0.58
"53","Smeaton_et_al","CS KT-19-1","KT-19-1","Saltmarsh","Basal Mud","UK","Scotland",2019,58.447189,-4.4781295,0.52,0.53,"EA",2.13,0.27,0.53
"54","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0,0.01,"EA",33.3,1.13,0.199837283
"55","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.01,0.02,"EA",28.03,1.88,0.272762646
"56","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.02,0.03,"EA",31.12,1.93,0.264609126
"57","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.03,0.04,"EA",24.78,1.47,0.261825256
"58","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.04,0.05,"EA",23.28,1.33,0.276013442
"59","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.05,0.06,"EA",23.64,1.63,0.311496286
"60","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.06,0.07,"EA",26.22,1.78,0.303388751
"61","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.07,0.08,"EA",27.5,1.5,0.501941988
"62","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.08,0.09,"EA",25.45,2.33,0.33672798
"63","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.09,0.1,"EA",25.9,1.41,0.394347365
"64","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.1,0.11,"EA",18.79,1.11,0.410484613
"65","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.11,0.12,"EA",19.29,1.8,0.322186063
"66","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.12,0.13,"EA",18.29,2,0.370576583
"67","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.13,0.14,"EA",17.73,1.47,0.361998585
"68","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,58.447076,-4.4783787,0.14,0.15,"EA",19.24,1.44,0.403339229
"69","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.15,0.16,"EA",13.28,1.41,0.464612664
"70","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.16,0.17,"EA",14.06,1.07,0.577881146
"71","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.17,0.18,"EA",10.51,1.43,0.622805094
"72","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.18,0.19,"EA",12.18,1.15,0.488662894
"73","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.19,0.2,"EA",12.12,1.07,0.522380615
"74","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.2,0.21,"EA",8.48,1.06,0.476003184
"75","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.21,0.22,"EA",9.41,0.96,0.462554298
"76","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,58.447076,-4.4783787,0.22,0.23,"EA",11.29,1.1,0.508054828
"77","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.23,0.24,"EA",13.01,1.21,0.551401132
"78","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.24,0.25,"EA",10.28,1.03,0.692125929
"79","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.25,0.26,"EA",8.19,0.86,0.681687301
"80","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.26,0.27,"EA",9.06,0.84,0.678599222
"81","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.27,0.28,"EA",8.01,0.75,0.759207641
"82","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.28,0.29,"EA",7.4,0.35,0.662249735
"83","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.29,0.3,"EA",6.89,0.67,0.611477892
"84","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.3,0.31,"EA",10,0.67,0.648855748
"85","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.31,0.32,"EA",5.24,0.65,0.551212168
"86","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.32,0.33,"EA",4.57,0.55,0.598179837
"87","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.33,0.34,"EA",3.67,0.56,0.660454192
"88","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.34,0.35,"EA",6.43,0.38,0.630306049
"89","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.35,0.36,"EA",9.85,NA,0.665712628
"90","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.36,0.37,"EA",8.14,0.65,0.628384011
"91","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.37,0.38,"EA",7.39,NA,0.566405094
"92","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.38,0.39,"EA",7.53,0.53,0.652294022
"93","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.39,0.4,"EA",4.77,NA,0.581358613
"94","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.4,0.41,"EA",5.94,0.43,0.631436151
"95","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.41,0.42,"EA",7.82,NA,0.610044747
"96","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.42,0.43,"EA",5.62,0.45,0.659007782
"97","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.43,0.44,"EA",7.9,NA,0.708159533
"98","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.44,0.45,"EA",4.33,0.41,0.660788822
"99","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.45,0.46,"EA",5.76,NA,0.575677397
"100","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.46,0.47,"EA",5.59,0.32,0.649204033
"101","Smeaton_et_al","CS KT-19-2","KT-19-2","Saltmarsh","Silt with Organic","UK","Scotland",2019,58.447076,-4.4783787,0.47,0.48,"EA",5.95,NA,0.582927697
"102","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0,0.01,"EA",37.66,1.41,0.090166254
"103","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.01,0.02,"EA",36.87,2.09,0.101521047
"104","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.02,0.03,"EA",30.78,2.06,0.124230633
"105","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.03,0.04,"EA",31.06,2.49,0.153661125
"106","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.04,0.05,"EA",32.46,1.41,0.168553237
"107","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.05,0.06,"EA",27.95,1.16,0.183162363
"108","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.06,0.07,"EA",29.02,2.04,0.175274142
"109","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.07,0.08,"EA",29.49,1.98,0.243898125
"110","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Peat (Turfa herbacea)","UK","Scotland",2019,56.058195,-3.736333,0.08,0.09,"EA",30.69,2.1,0.318924655
"111","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,56.058195,-3.736333,0.09,0.1,"EA",15.81,2.06,0.23717722
"112","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,56.058195,-3.736333,0.1,0.11,"EA",16.15,1.54,0.264166961
"113","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,56.058195,-3.736333,0.11,0.12,"EA",14.99,1.29,0.354863813
"114","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,56.058195,-3.736333,0.12,0.13,"EA",10.45,1,0.378316236
"115","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Humified Peat (Substantia Humosa)","UK","Scotland",2019,56.058195,-3.736333,0.13,0.14,"EA",10.96,0.71,0.563353378
"116","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.14,0.15,"EA",4.63,0.47,0.528723028
"117","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.15,0.16,"EA",8.79,0.56,0.717474354
"118","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.16,0.17,"EA",7.54,0.54,0.597099399
"119","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.17,0.18,"EA",5.18,0.36,0.356632473
"120","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.18,0.19,"EA",4.76,0.37,0.57980191
"121","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.19,0.2,"EA",5.24,0.47,0.721471525
"122","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.2,0.21,"EA",5.52,0.34,0.598231341
"123","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.21,0.22,"EA",5.75,NA,0.667633534
"124","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.22,0.23,"EA",5.21,0.34,0.871100106
"125","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.23,0.24,"EA",3.13,NA,0.760028299
"126","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.24,0.25,"EA",3.99,0.28,0.604244782
"127","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.25,0.26,"EA",2.66,NA,0.791192076
"128","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.26,0.27,"EA",3.47,0.24,0.776016979
"129","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.27,0.28,"EA",3.03,NA,0.822674213
"130","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.28,0.29,"EA",2.1,0.16,0.920693314
"131","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.29,0.3,"EA",2.77,NA,0.957729041
"132","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.3,0.31,"EA",1.86,0.15,0.877997878
"133","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.31,0.32,"EA",1.71,NA,0.859391581
"134","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.32,0.33,"EA",1.59,0.12,1.109480014
"135","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.33,0.34,"EA",1.53,NA,1.011142554
"136","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.34,0.35,"EA",1.47,0.11,1.107675982
"137","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.35,0.36,"EA",1.37,NA,1.01209763
"138","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.36,0.37,"EA",1.27,0.1,1.048107534
"139","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.37,0.38,"EA",1.14,NA,1.07014503
"140","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.38,0.39,"EA",1.15,0.1,1.233109303
"141","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.39,0.4,"EA",1.1,NA,1.246444995
"142","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.4,0.41,"EA",1.16,0.1,1.008454192
"143","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.41,0.42,"EA",1.19,NA,1.16215069
"144","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.42,0.43,"EA",1.18,0.1,1.029112133
"145","Smeaton_et_al","CS Skin-1","Skin-1","Saltmarsh","Basal Mud","UK","Scotland",2019,56.058195,-3.736333,0.43,0.44,"EA",1.2,NA,0.928086311
