"","study_id","site_id","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"71","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.07,0.06,6.789039543,0.428845076,0.486965318,"in_submission"
"72","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.08,0.07,6.39750553,0.530923318,0.487334558,"in_submission"
"73","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.11,0.1,5.996218773,0.53268572,0.491587178,"in_submission"
"74","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.19,0.18,4.689573831,0.413214369,0.49191822,"in_submission"
"75","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.59,0.58,2.451220734,0.136183948,0.492643967,"in_submission"
"76","jupin_et_al_unpublished","EV","EVC02","Mangrove",2021,23.438944,-106.573861,0.04,0.03,6.31201903,0.395640593,0.493208012,"in_submission"
"77","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.15,0.14,5.364060649,0.319338143,0.494872136,"in_submission"
"78","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.28,0.27,2.948575695,0.205886246,0.500487122,"in_submission"
"79","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.68,0.67,2.673220124,0.217944047,0.500512587,"in_submission"
"80","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.01,0,9.080949257,0.66405669,0.511169602,"in_submission"
"81","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.22,0.21,5.083308518,0.347666144,0.515969715,"in_submission"
"82","jupin_et_al_unpublished","CP","LTMCA01","Mangrove",2021,18.619833,-91.267861,0.22,0.21,2.013296136,0.166556755,0.517866842,"in_submission"
"83","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.58,0.57,4.184902178,0.212115674,0.524882392,"in_submission"
"84","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.08,0.07,5.999404213,0.416478433,0.525251631,"in_submission"
"85","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.24,0.23,4.365518474,0.326889566,0.525850054,"in_submission"
"86","jupin_et_al_unpublished","EV","EVC02","Mangrove",2021,23.438944,-106.573861,0.64,0.63,3.32103553,0.200089622,0.528343057,"in_submission"
"87","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.66,0.65,3.127528041,0.180525868,0.531668759,"in_submission"
"88","jupin_et_al_unpublished","EV","EVC02","Mangrove",2021,23.438944,-106.573861,0.69,0.68,3.928428965,0.20538485,0.534448241,"in_submission"
"89","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.66,0.65,3.67842995,0.142937096,0.53603597,"in_submission"
"90","jupin_et_al_unpublished","EV","EVC02","Mangrove",2021,23.438944,-106.573861,0.2,0.19,2.417275637,0.162970053,0.542134788,"in_submission"
"91","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.27,0.26,3.651383687,0.283157116,0.549888817,"in_submission"
"92","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.21,0.2,5.049005357,0.423874919,0.552970056,"in_submission"
"93","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.06,0.05,6.701696844,0.525991119,0.554663465,"in_submission"
"94","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.2,0.19,3.845879755,0.261589831,0.556204085,"in_submission"
"95","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.35,0.34,3.384980315,0.239249026,0.559820085,"in_submission"
"96","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.03,0.02,9.848136387,0.540472801,0.561895466,"in_submission"
"97","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.23,0.22,3.928691948,0.249890429,0.568567241,"in_submission"
"98","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.24,0.23,3.927508585,0.268223494,0.573087241,"in_submission"
"99","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.01,0,10.74991854,0.410431384,0.573380086,"in_submission"
"100","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.17,0.16,5.098185199,0.407497512,0.575391805,"in_submission"
"101","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.45,0.44,3.638471249,0.200287985,0.575773777,"in_submission"
"102","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.1,0.09,6.403499305,0.329570753,0.576041157,"in_submission"
"103","jupin_et_al_unpublished","PDE","LTMPA01","Mangrove",2021,18.338861,-91.795917,0.63,0.62,2.476121663,0.156877956,0.57935158,"in_submission"
"104","jupin_et_al_unpublished","CP","LTMCA03","Mangrove",2021,18.627417,-91.279389,0.74,0.73,2.86480556,0.296690048,0.579440706,"in_submission"
