"","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Emirate","Country","Year_collected","U_depth_m","L_depth_m","Method","IC_perc","OC_perc","SOM_perc","BD_reported_g_cm3","N_perc","DOI","study_id","site_id","core_id"
"82","Schile et al 2016","LS al_aryam high sabkha 2","al_aryam",2,"high sabkha",24.268013,54.22627,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",3.34,1.76,9.938,1.356,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"83","Schile et al 2016","LS al_aryam high sabkha 2","al_aryam",2,"high sabkha",24.268013,54.22627,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.27,"EA",7.3,2.11,7.106,1.506,0.043,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"84","Schile et al 2016","LS al_aryam high sabkha 3","al_aryam",3,"high sabkha",24.268171,54.226308,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.05,"EA",2.49,1.42,7.98,0.898,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"85","Schile et al 2016","LS al_aryam high sabkha 3","al_aryam",3,"high sabkha",24.268171,54.226308,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",6.56,2.39,10.23,1.362,0.039,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"86","Schile et al 2016","LS al_aryam high sabkha 3","al_aryam",3,"high sabkha",24.268171,54.226308,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.38,"EA",7.81,1.63,6.096,1.629,0.044,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"87","Schile et al 2016","LS al_aryam high sabkha 4","al_aryam",4,"high sabkha",24.268516,54.226443,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.06,"EA",3.61,0.93,6.857,0.99,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"88","Schile et al 2016","LS al_aryam high sabkha 4","al_aryam",4,"high sabkha",24.268516,54.226443,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.06,0.15,"EA",6.02,1.47,8.834,1.621,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"89","Schile et al 2016","LS al_aryam high sabkha 4","al_aryam",4,"high sabkha",24.268516,54.226443,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.4,"EA",6.83,1.45,7.773,1.539,0.033,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"90","Schile et al 2016","LS al_aryam low sabkha 1","al_aryam",1,"low sabkha",24.259597,54.236117,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",4.33,0.96,6.586,1.139,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"91","Schile et al 2016","LS al_aryam low sabkha 1","al_aryam",1,"low sabkha",24.259597,54.236117,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.4,"EA",4.58,1.36,7.76,1.348,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"92","Schile et al 2016","LS al_aryam low sabkha 2","al_aryam",2,"low sabkha",24.25977,54.236139,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",3.19,1.15,9.392,1.078,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"93","Schile et al 2016","LS al_aryam low sabkha 2","al_aryam",2,"low sabkha",24.25977,54.236139,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.35,"EA",5.56,0.99,8.05,1.447,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"94","Schile et al 2016","LS al_aryam low sabkha 3","al_aryam",3,"low sabkha",24.259938,54.23619,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",3.18,0.92,8.946,1.223,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"95","Schile et al 2016","LS al_aryam low sabkha 3","al_aryam",3,"low sabkha",24.259938,54.23619,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.38,"EA",4.8,1.18,7.709,1.45,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"96","Schile et al 2016","LS al_aryam low sabkha 4","al_aryam",4,"low sabkha",24.260108,54.236263,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",2.99,0.75,8.917,1.112,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"97","Schile et al 2016","LS al_aryam low sabkha 4","al_aryam",4,"low sabkha",24.260108,54.236263,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.38,"EA",9.14,1.05,3.368,1.396,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"98","Schile et al 2016","LS al_aryam low sabkha 5","al_aryam",5,"low sabkha",24.260288,54.236323,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",2.18,0.85,9.965,1.206,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"99","Schile et al 2016","LS al_aryam low sabkha 5","al_aryam",5,"low sabkha",24.260288,54.236323,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.38,"EA",4.9,0.88,6.887,1.378,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"100","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.05,"EA",6.81,2.11,9.644,0.935,0.064,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"101","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",9.22,1.54,5.209,1.239,0.041,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"102","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",8.9,1.28,4.146,1.209,0.044,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"103","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",9.67,0.57,3.026,1.398,0.023,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"104","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9.2,0.75,3.58,1.276,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"105","Schile et al 2016","LS al_aryam microbial mat 1","al_aryam",1,"microbial mat",24.254422,54.24068,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,1.86,"EA",9.71,1,4.084,1.317,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"106","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.05,"EA",6.62,2.52,10.609,1.073,0.097,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"107","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",8.45,1.77,6.855,1.183,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"108","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",9.2,1.06,3.786,1.326,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"109","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",9.31,0.8,3.233,1.377,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"110","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9.12,0.69,3.567,1.343,0.031,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"111","Schile et al 2016","LS al_aryam microbial mat 2","al_aryam",2,"microbial mat",24.254364,54.240486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,1.82,"EA",9.74,0.84,3.97,1.37,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"112","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.05,"EA",7.68,2.5,9.066,1.124,0.132,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"113","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",8.75,1.38,4.042,1.187,0.025,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"114","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",8.82,1.23,3.989,1.335,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"115","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",9.43,0.77,3.088,1.328,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"116","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9,1.14,3.68,1.348,0.024,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"117","Schile et al 2016","LS al_aryam microbial mat 3","al_aryam",3,"microbial mat",24.254274,54.24031,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,2,"EA",9.87,0.83,4.358,1.286,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"118","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.05,"EA",7.44,1.69,10.935,0.991,0.091,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"119","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.05,0.15,"EA",7.93,1.84,7.883,1.304,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"120","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",9.41,0.94,4.049,1.115,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"121","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",5.18,0.6,5.695,1.332,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"122","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9.37,0.72,3.29,1.377,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"123","Schile et al 2016","LS al_aryam microbial mat 4","al_aryam",4,"microbial mat",24.254124,54.23997,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,1.65,"EA",9.15,2.05,5.081,1.131,0.088,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"124","Schile et al 2016","LS al_aryam salt marsh 1","al_aryam",1,"salt marsh",24.25638,54.237588,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",8.68,1.76,5.976,1.141,0.09,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"125","Schile et al 2016","LS al_aryam salt marsh 1","al_aryam",1,"salt marsh",24.25638,54.237588,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",9.26,1.06,5.181,1.361,0.083,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"126","Schile et al 2016","LS al_aryam salt marsh 1","al_aryam",1,"salt marsh",24.25638,54.237588,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",9.11,0.99,5.28,1.349,0.069,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"127","Schile et al 2016","LS al_aryam salt marsh 1","al_aryam",1,"salt marsh",24.25638,54.237588,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1.1,"EA",7.76,1.09,4.631,1.115,0.056,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",1
"128","Schile et al 2016","LS al_aryam salt marsh 2","al_aryam",2,"salt marsh",24.256213,54.237661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",8.37,1.77,7.722,1.109,0.076,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"129","Schile et al 2016","LS al_aryam salt marsh 2","al_aryam",2,"salt marsh",24.256213,54.237661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",8.81,2.19,6.767,1.176,0.084,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"130","Schile et al 2016","LS al_aryam salt marsh 2","al_aryam",2,"salt marsh",24.256213,54.237661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",8.97,1.86,5.074,1.332,0.067,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"131","Schile et al 2016","LS al_aryam salt marsh 2","al_aryam",2,"salt marsh",24.256213,54.237661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,0.85,"EA",8.83,1.84,4.141,1.387,0.044,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",2
"132","Schile et al 2016","LS al_aryam salt marsh 3","al_aryam",3,"salt marsh",24.256042,54.237708,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",7.53,2.81,8.867,1.292,0.079,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"133","Schile et al 2016","LS al_aryam salt marsh 3","al_aryam",3,"salt marsh",24.256042,54.237708,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",8.7,1.62,5.146,1.361,0.069,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"134","Schile et al 2016","LS al_aryam salt marsh 3","al_aryam",3,"salt marsh",24.256042,54.237708,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",8.64,1.4,4.638,1.432,0.06,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"135","Schile et al 2016","LS al_aryam salt marsh 3","al_aryam",3,"salt marsh",24.256042,54.237708,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9.27,0.66,4.219,1.188,0.051,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",3
"136","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",10.01,0.88,4.496,1.162,0.078,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"137","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",9.7,0.99,5.561,1.358,0.075,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"138","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.62,"EA",8.74,1.48,6.382,1.306,0.071,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"139","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.62,0.67,"EA",1.38,6.73,17.919,0.687,0.319,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"140","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.67,0.74,"EA",3.57,9.18,19.802,0.505,0.394,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"141","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.8,0.85,"EA",8.45,1.87,6.058,0.945,0.112,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"142","Schile et al 2016","LS al_aryam salt marsh 4","al_aryam",4,"salt marsh",24.255852,54.237738,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,2,"EA",10.16,0.87,4.472,1.245,0.082,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",4
"143","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",9.15,1.23,6.304,1.136,0.097,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"144","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",9.12,1.44,6.12,1.22,0.081,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"145","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.48,"EA",9.05,1.02,5.901,1.229,0.07,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"146","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.48,0.5,"EA",3.46,2.48,10.037,1.14,0.105,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"147","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,1,"EA",9.47,0.83,3.573,1.286,0.068,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"148","Schile et al 2016","LS al_aryam salt marsh 5","al_aryam",5,"salt marsh",24.25569,54.237801,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,1.8,"EA",9.49,1.38,5.99,1.086,0.109,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",5
"149","Schile et al 2016","LS al_aryam salt marsh 6","al_aryam",6,"salt marsh",24.255534,54.237849,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",9.14,1.42,6.594,1.135,0.092,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",6
"150","Schile et al 2016","LS al_aryam salt marsh 6","al_aryam",6,"salt marsh",24.255534,54.237849,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",8.99,1.28,6.175,1.346,0.081,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",6
"151","Schile et al 2016","LS al_aryam salt marsh 6","al_aryam",6,"salt marsh",24.255534,54.237849,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.5,"EA",9.08,1.18,5.818,1.373,0.072,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",6
"152","Schile et al 2016","LS al_aryam salt marsh 6","al_aryam",6,"salt marsh",24.255534,54.237849,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.5,0.81,"EA",9.56,1.02,3.813,1.493,0.066,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_aryam",6
"153","Schile et al 2016","LS al_dabiya_1 seagrass 1","al_dabiya_1",1,"seagrass",24.30876,53.97083,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.04,"EA",9.65,0.93,3.779,1.307,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_1",1
"154","Schile et al 2016","LS al_dabiya_1 seagrass 1","al_dabiya_1",1,"seagrass",24.30876,53.97083,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.035,0.06,"EA",9.87,0.84,3.847,1.373,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_1",1
"155","Schile et al 2016","LS al_dabiya_1 seagrass 1","al_dabiya_1",1,"seagrass",24.30876,53.97083,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.065,0.1,"EA",10.22,0.83,3.987,1.381,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_1",1
"156","Schile et al 2016","LS al_dabiya_1 seagrass 2","al_dabiya_1",2,"seagrass",NA,NA,NA,NA,"Abu Dhabi",NA,NA,0,0.04,"EA",10.46,0.68,4.012,1.336,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_1",2
"157","Schile et al 2016","LS al_dabiya_1 seagrass 2","al_dabiya_1",2,"seagrass",NA,NA,NA,NA,"Abu Dhabi",NA,NA,0.045,0.07,"EA",10.51,0.43,3.685,1.401,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_1",2
"158","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",9.95,0.41,3.247,1.331,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"159","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.015,0.04,"EA",9.54,0.73,3.188,1.358,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"160","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.045,0.07,"EA",9.63,1,4.41,1.375,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"161","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.075,0.1,"EA",9.65,0.44,3.811,1.429,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"162","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.105,0.14,"EA",9.92,0.73,4.01,1.279,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"163","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.135,0.16,"EA",10.37,0.36,3.845,1.315,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"164","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.165,0.2,"EA",10.17,0.19,3.91,1.308,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"165","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.195,0.22,"EA",10.26,0.58,3.841,1.39,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
"166","Schile et al 2016","LS al_dabiya_2 seagrass 1","al_dabiya_2",1,"seagrass",24.30582,54.00273,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.225,0.26,"EA",10.29,0.71,3.697,1.435,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_dabiya_2",1
